,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
76,5877,밑반찬,일상,달걀/유제품,볶음,"게맛살요리, 아이들반찬 게맛살대파계란볶음 만드는법",https://www.10000recipe.com/recipe/6963565,"1,382",어부동김반장                                ,2,10분 이내,아무나,"['게맛살', '달걀', '대파', '굴소스', '올리브오일', '흑임자', '맛술']","간단 밑반찬으로 너무 좋은 게맛살 대파계란볶음 만드는법입니다.
아이들반찬으로 너무 좋아요.","['대파는 넉넉하게 썰어 준비 합니다.', '게맛살은 한입 크기로 썰어주고\n달걀은 맛술 한수저 넣어 풀어 줍니다.', '팬에 올리브오일 두르고 대파를 넣고 가볍게 휘리릭 볶아 줍니다.', '대파향이 올라오면\n풀어 놓은 달걀을 부어 줍니다.', '스크램블 하듯이 저어 가면서 볶아 줍니다.', '달걀이 몽글몽글 익으면\n개맛살을 넣고 굴소스 넣어 볶아 줍니다.', '흑임자 뿌려 마무리 합니다.']","['일상', '아이들반찬', '게맛살요리', '달걀볶음', '혼밥메뉴', '집밥', '굴소스요리']"
77,5878,밑반찬,일상,달걀/유제품,볶음,요즘 핫한 부추달걀볶음 레시피!,https://www.10000recipe.com/recipe/6979745,418,평범한흔남                                ,2,20분 이내,아무나,"['부추', '계란', '맛술', '식용유', '굴소스', '참기름']",요즘 핫한 부추달걀볶음 레시피 입니다.,"['-위 재료 확인하고 준비해주세요.\n-계란 4알은 깨서 넓은 볼에 넣어주세요. 그리고, 맛술 1T도 넣어줍니다.', '-부추 150g은 깨끗하게 세척하고, 손가락 한마디 정도 길이로 썰어주세요.', '달군 프라이팬에 식용유 4T 넣어주세요.', '계란물을 다 붓고, 스크램블 만들어 주세요. \n(가스레인지 중불에서 조리 합니다.)', '스크램블이 다 되었으면 부추 넣고, 잘 섞이도록 저어주세요.', '-가스레인지 중불에서 약 1분 정도만 볶아 줍니다.\n-그리고 나서, 가스레인지 불을 꺼주세요. 굴소스 1T 넣습니다.', '참기름도 1T 넣고, 잔열로 한번 가볍게 볶아 주세요. \n접시에 담으면 완성!']","['부추달걀볶음', '부추달걀볶음레시피', '부추달걀볶음만들기', '부추계란볶음', '부추계란볶음레시피', '부추계란볶음만들기']"
78,5879,밑반찬,일상,달걀/유제품,볶음,간단 아침 메뉴 부추 계란 볶음 만드는 법 부추 요리,https://www.10000recipe.com/recipe/6980289,243,어부동김반장                                ,2,10분 이내,초급,"['부추', '달걀', '맛술', '소금', '올리브오일', '참깨', '후추']","오늘은 간단아침메뉴로 부추계란볶음을 소개 합니다.
아이들반찬으로도 좋지만 
간단아침 메뉴로도 너무 좋아요.","['부추한줌과 달걀, 맛술 준비 했어요.', '부추한줌은 썰어\n달걀물에 넣고 맛술, 소금을 넣어 잘 풀어 줍니다.', '예열된 팬에 올리브 오일 두르고\n부추 넣은 달걀물을 넣고 저어 주면서 \n부드럽게 스크램블을 만들어 줍니다.', '깨소금과 후추 뿌려 마무리 해주고\n접시에 담아 줍니다.']","['아이들반찬', '간단아침추천', '밑반찬', '간단한그릇요리', '부추요리', '계란요리', '달걀볶음', '부추볶음', '일상']"
79,5880,밑반찬,일상,달걀/유제품,볶음,초간단 요리 토달볶/맛있는 토마토계란볶음 만들기,https://www.10000recipe.com/recipe/6980385,663,집밥새댁                                ,2,30분 이내,중급,"['방울토마토', '계란', '올리브유', '팽이버섯', '소금', '후춧가루']","초간단요리로 토마토계란볶음을 추천해요
다이어트 음식으로도 알맞고 아침식사로 간단하게 먹기 좋아요~","['방울토마토를 깨끗이 씻어준다', '방울토마토를 넉넉히 준비했는데 10개 정도만 있어도 요리할 수 있다~\n방울토마토를 반으로 잘라준다', '계란3개를 풀어서 계란물을 만든다\n소금1t,후춧가루를 넣고 섞어준다', '팬에 올리브유1T를 두르고 약불에서 계란물을 붓는다', '계란물을 휘저어서 에그스크램블을 만든다', '올리브유0.5T를 넣고 준비해둔 에그스크램블,방울토마토,팽이버섯을 볶아준다', '기호에 맞게 소금,후춧가루를 넣고 볶아주면 토마토계란볶음 완성이에요\n토달볶 정말 간단하죠?', '예쁜 접시에 토마토계란볶음을 담아보았어요~', '토마토계란볶음은 주말 아침에 부담없이 간단히 먹기 좋은 메뉴에요', '남은 방울토마토와 베이컨구이도 함께 먹으니 브런치 느낌도 나요ㅋㅋㅋ\n맛있는 토마토계란볶음 레시피였습니다~']","['토마토계란볶음', '토달볶', '방울토마토', '계란', '초간단', '간단반찬', '다이어트', '간편요리', '브런치', '색다른반찬']"
80,5881,밑반찬,일상,달걀/유제품,볶음,"게맛살요리, 아이들반찬 게맛살대파계란볶음 만드는법",https://www.10000recipe.com/recipe/6963565,"1,382",어부동김반장                                ,2,10분 이내,아무나,"['게맛살', '달걀', '대파', '굴소스', '올리브오일', '흑임자', '맛술']","간단 밑반찬으로 너무 좋은 게맛살 대파계란볶음 만드는법입니다.
아이들반찬으로 너무 좋아요.","['대파는 넉넉하게 썰어 준비 합니다.', '게맛살은 한입 크기로 썰어주고\n달걀은 맛술 한수저 넣어 풀어 줍니다.', '팬에 올리브오일 두르고 대파를 넣고 가볍게 휘리릭 볶아 줍니다.', '대파향이 올라오면\n풀어 놓은 달걀을 부어 줍니다.', '스크램블 하듯이 저어 가면서 볶아 줍니다.', '달걀이 몽글몽글 익으면\n개맛살을 넣고 굴소스 넣어 볶아 줍니다.', '흑임자 뿌려 마무리 합니다.']","['일상', '아이들반찬', '게맛살요리', '달걀볶음', '혼밥메뉴', '집밥', '굴소스요리']"
81,5882,밑반찬,일상,달걀/유제품,볶음,메추리알 어묵볶음,https://www.10000recipe.com/recipe/6985848,393,국가대표                                ,2,10분 이내,아무나,"['메추리알', '어묵', '양파', '대파', '청양고추', '참기름', '참깨', '양조간장', '설탕', '다진마늘', '매실청', '식용유', '물']",간단하게 메추리알 어묵 볶음을 만들어 보았어요,"['일단 대파와 고추는 물로 깨끗이 씻어서 준비 해 두세요', '씻어 둔 야채는 먹기 좋은 크기로 썰어 주세요', '어묵도 마찬 가지로 먹기 좋은 크기로 썰어 주세요 그런 다음 체에 밭쳐 끊는 물을 부어 튀겨내 기름기와 냄새를 제거하면 깔끔한 맛이 납니다', '이제 양념장을 만들 건대요 양조 간장3큰술 다진마늘 반큰술 설탕 1큰술 넣고 섞어주세요', '메추리 알은 꺼내서 물로 한번 헹구워 주세요', '식용유를 넣고 메추리알을 넣은 후 만들어 준 양념장을 넣고 조려 주세요', '어느 정도 조려 졌을 때 어묵을 넣고 함께 더 조려주세요', '메추알과 어묵이 간장색이 됬을 때 야채를 넣고 조림장이 남지 않도록 볶아주세요 마무리는 참기름과 참깨를 넣어 주세요', '밑반찬으로도 좋고 아이들 밥 반찬으로 좋은 메추리알 어묵 볶음이 완성 되었어요']",
82,5883,밑반찬,일상,달걀/유제품,볶음,스크램블에그 레시피,https://www.10000recipe.com/recipe/6986693,"1,849",평범한흔남                                ,2,10분 이내,초급,"['계란', '우유', '소금', '버터', '식용유', '파슬리']",스크램블에그 레시피 입니다.,"['넓은 볼에 계란 6알 깨서 넣어주세요. 그리고, 우유 5T 넣어주세요.', '소금 0.5T 넣은 다음, 잘 섞어주세요.', '달군 프라이팬에 식용유 3T 둘러주세요.', '버터 1T도 함께 넣어주세요. 버터가 절반 정도 녹으면 가스레인지 불 세기는 약-중불로 유지하시면 됩니다.', '계란물은 한번에 모두 부어주세요.', '계란물 붓고 나서 계속해서 저어주셔야 합니다. 시계방향, 혹은 반시계방향 한쪽으로만 저어주세요. 그러면 몽글몽글해지는데, 원하는 정도의 굽기가 되면 가스레인지 불 꺼주시면 됩니다.', '그릇에 담아 파슬리 0.3T 뿌리면 완성!']","['스크램블에그', '스크램블에그레시피', '스크램블에그만들기', '달걀요리', '계란요리', '스크램블레시피', '스크램블만들기', '스크램블']"
83,5884,밑반찬,일상,달걀/유제품,볶음,남편도 감탄한 토마토 달걀 볶음,https://www.10000recipe.com/recipe/6872225,"1,493",저녁노을                                ,4,15분 이내,아무나,"['토마토', '달걀', '대파', '청양초', '굴 소스', '콩기름', '깨소금', '참기름', '소금']",토마토를 익혀 먹으면 영양가도 높아지고 소화흡수율이 높아집니다. 달걀과 함께 볶아 보았습니다.,"['토마토, 대파, 청양초는 먹기좋은 크기로 썰어둔다.', '달걀을 잘 풀어둔다.', '프라이팬에 콩기름, 대파를 넣고 파기름을 내준다.', '풀어둔 달걀을 붓고 휘리릭 저어준다.', '썰어둔 토마토와 청양초를 넣어준다.', '굴 소스를 넣어준 후 볶다가 마지막에 깨소금, 참기름을 넣어 마무리한다.']",
84,5885,밑반찬,일상,달걀/유제품,볶음,뷰코 코코넛 토마토 달걀 볶음,https://www.10000recipe.com/recipe/6890720,"1,040",뷰코                                ,3,30분 이내,아무나,"['방울 토마토', '달걀', '파슬리', '뷰코 유기농 엑스트라버진 코코넛 오일']","뷰코 유기농 엑스트라버진 코코넛 오일로 건강하고 맛있게 먹을 수 있는
간단한 다이어트 레시피를 소개합니다^^!
같이 만들어 볼까요^^?","['방울 토마토를 깨끗히 씻어준 뒤 반으로 잘라주세요.', '달군 후라이팬위에 뷰코 유기농 엑스트라버진 코코넛 오일을 두르고 손질한 방울토마토를 넣고 볶아주세요.', '볶아준 토마토는 접시에 담아주세요.', '후라이팬 위에 풀어준 달걀을 부어주세요.달걀을 풀어줄때 소금과 후추를 살짝넣어 간을 해주세요.', '10초뒤 주걱으로 저어주세요.', '달걀이 거의 익을때쯤 접시에 덜어준 방울 토미토를 넣고 다시 볶아주세요.', '접시위에 옮겨 담고 파슬리 가루를 살짝 뿌려주세요.']","['VUCO', '뷰코', '코코넛 전문 브랜드', '코코넛', '유기농', '라우르산', '다이어트', '영양소', '뷰코 유기농 엑스트라버진 코코넛 오일', '건강']"
85,5886,밑반찬,일상,달걀/유제품,볶음,"초간단 요리, 토마토 달걀 부추볶음",https://www.10000recipe.com/recipe/6963890,509,저녁노을                                ,1,10분 이내,아무나,"['토마토', '달걀', '청양초', '부추', '소금', '올리브유']","집에 있는 밑반찬과 냉장고에 있는 토마토, 계란을 꺼내 후다닥 만들어 낸 초간단 요리 토마토달걀부추볶음입니다. 반찬도 되고 다이어트 요리도 되는 초간단 토마토 달걀볶음이었습니다. 마땅한 반찬 없을 때 한 번 만들어 보세요","['토마토, 청양초, 부추는 먹기 좋은 크기로 썰어둔다.', '올리브유를 두르고 토마토, 청양초, 소금을 넣고 볶아준다.', '달걀을 풀어넣고 몽글몽글 익으면 부추는 넣고 그릇에 담아낸다.', '통깨를 뿌려 마무리한다.']",
86,5887,밑반찬,일상,달걀/유제품,볶음,부추달걀볶음 만만해서 좋아,https://www.10000recipe.com/recipe/6965449,417,좋아좋아3                                ,2,5분 이내,아무나,"['달걀', '부추', '소금', '맛술', '물']","상 차림 할 때

식탁이 부실해 보인다 싶으면

얼른 달걀부터 챙기지요 ㅎ

​

만만해서 좋은반찬

부추달걀볶음 입니다","['부추 3~4줄 잘게 썰어 주고..', '달걀은 잘 풀어\n소금, 맛술넣고 쉐킷쉐킷~~\n물1T 넣었어요', '팬은 오일둘러 \n키친타올로 닦아주고\n달걀 부어 줍니다', '스크램블 에그 만들어요\n몽글몽글 익을즈음 부추넣고\n쉐킷쉐킷~~', '부추달걀볶음 완성입니다']","['부추', '계란', '부추달걀볶음', '간단반찬', '만만한반찬']"
87,5888,밑반찬,일상,달걀/유제품,볶음,토마토달걀볶음(토달볶음) 간단해서 좋아 ,https://www.10000recipe.com/recipe/6966439,651,좋아좋아3                                ,2,5분 이내,아무나,"['대추방울토마토', '달걀', '우유', '소금', '후추']","초간단으로 만드는 달걀요리

​오늘은 토달볶음으로.. ㅎㅎ","['대추방울토마토는\n4등분 했어요', '달걀에 우유넣고\n소금 두 꼬집 넣어주고\n후추는 굵직하게 갈아 넣었어요\n맛술1T 넣고\n잘 풀어 줍니다', '달걀물 팬에 부어주고\n설렁설렁 저어주며 스크램블 만들어요\n우유 진심 많이 넣었어요 ㅡㅡ;;', '달걀 80%정도 익으면\n썰어둔 토마토넣고 쉐킷쉐킷~~\n초간단\n토달볶음 완성입니다']","['달걀요리', '토마토계란볶음', '토달볶음', '토마토달걀볶음', '초간단']"
88,5889,밑반찬,일상,달걀/유제품,볶음,토마토 계란볶음 토달볶 고소하고 맛있는 토마토요리,https://www.10000recipe.com/recipe/6966807,"3,693",스마일로즈의건강밥상                                ,1,10분 이내,아무나,"['토마토', '계란', '버터', '식용유', '대파', '진간장', '굴소스']","재료도 간단해서 가끔 만들어 먹으면 좋을 것 같아요

방울토마토도 좋지만 오늘은 일반 토마토로 만들어보았어요

토마토와 계란외에 새우를 넣거나

비엔나소시지 같은 것을 넣어도 좋을 것 같아요

간단하게 원팬요리로 만들어 먹으니 괜찮은 것 같네요
#토마토계란볶음 #토달볶 #토마토요리 #토마토달걀볶음

#계란요리 #달걀요리 로 #원팬요리 입니다

​
​","['모든 재료를 준비했어요\n대파는 송송 썰고 계란을 알끈을 제거하고 잘 풀어줍니다', '토마토는 3등분씩 6등분 한 다음 한 번 더 반으로 잘라줍니다\n계란도 2개 깨트려 주었어요\n우유를 3~4 큰 술 넣어 풀어주면 더 부드럽지만\n냉장고에 우유가 없어서 계란만 풀어놓았어요', '일반 식용유를 사용해도 되지만 저는 버터를 사용해서 풍미를 더해주었어요\n버터가 녹으면 계란을 풀고 젓가락으로 휘저어\n스크램블 에그를 만들어준 다음 다른 그릇에 옮겨 놓았어요', '계란 스크램블을 한 팬에 식용유를 둘러준 다음\n대파를 넣어 파 기름을 만들어줍니다\n파 기름은 대파가 분리되면서 노릇하게 될 때까지 볶아줍니다', '굴 소스 0.4 큰 술 진간장 0.3 큰 술을 넣어 불 맛을 주면서 볶아줍니다\n간이 부족하면 소금을 추가해 주어도 됩니다', '센 불에 굴 소스와 진간장을 넣어 살짝 눌리듯이 볶아주고\n간을 보아 약간 짭짤하다 싶으면\n계란을 넣었을 때 서로 엉겨 간이 맞는 토마토 계란 볶음\n마지막에 불을 끄고 참기름과 후춧가루를 조금 뿌려주면\n더 맛있는 #백종원토달볶음 완성입니다', '잘 섞어가며 볶은 뒤 그릇에 옮겨 담아도 되지만\n원팬요리로 그대로 식탁에 올려도 좋아요', '재료도 간단하지만 한 끼 식사로 또는 브런치로 꽤나 괜찮은 것 같아요\n바게트 빵 위에 올려서 먹었는데 사진이 흔들려서 못 올렸네요']","['토마토계란볶음', '토달볶', '토마토요리', '토마토달걀볶음', '계란요리', '달걀요리', '원팬요리']"
89,5890,밑반찬,일상,달걀/유제품,볶음,메추리알 케첩볶음,https://www.10000recipe.com/recipe/6954934,"1,374",요리조이                                ,4,15분 이내,초급,"['메추리알', '당근', '양파', '피망', '대파', '케첩', '굴소스', '맛간장', '통깨']",밥반찬으로 딱입니다 ~!,"['끓는물에 찜기를 올리고 메추리알을 익혀주세요 8~9분 후 찬물에 담갔다가 꺼내서 껍질을 제거합니다', '당근은 얇게 썰어서 네모로 썰어 주세요 양파 피망 대파를 비슷한 크기로 썰어 주세요', '식용유를 두르고 당근을 먼저 볶다가 양파 피망 대파 순서로 볶아주세요', '메추리알을 넣고 케첩 3T 굴소스 1T 맛간장 1T 넣고 골고루 섞어주세요']","['메추리알 케첩 볶음', '밥반찬']"
90,5891,밑반찬,일상,달걀/유제품,볶음,프로혼밥러가 소개하는 토마토 달걀 볶음 만드는 법,https://www.10000recipe.com/recipe/6897843,"2,978",동주                                ,2,30분 이내,아무나,"['계란', '방울토마토', '소금', '후춧가루']","집에 혼자 있는 시간이 많은 사람은 끼니를 해결하는 것이 제일 큰 고민이 아닐까 생각합니다.
저 또한 집에 혼자 있는 시간이 많아서 매번 끼니 해결하는 것이 제일 큰 고민인데 오늘은 토마토 달걀 볶음을 만들어 먹었습니다.
요즘 집에서 혼자 끼니를 해결하는 날이 많아서 맛있으면서도 든든하게 한 끼를 해결할 수 있는 음식을 항상 생각하고 있는데 오늘은 텃밭에서 무럭무럭 잘 자라고 있는 방울토마토를 따다 계란과 볶아 먹었습니다. 
일명 ""토달볶""
자극적이지 않으면서 영양이 풍부하여 몸 건강에 좋고 속이 더부룩하지 않아서 더 좋은 토마토 달걀 볶음. 
저를 포함해서 요즘 현대인들은 밖에서 친구들과 밥 먹을 때, 회식할 때 자극적이고 칼로리가 높은 음식을 자주 먹습니다.
그렇기 때문에 가끔은 집에서 혼자 밥 먹을 때는 신경 써서 가볍고 몸에 좋은 음식을 만들어 먹는 것도 좋을 듯합니다.","['방울토마토는 반으로 썬다.', '계란은 풀어준 후 체에 내린다.', '팬에 기름을 두른 후 계란을 넣어 중불에서 스크램블 에그 만드는 것처럼 대충 휘저으면서 익힌다.이때 소금과 후춧가루로 개인의 입맛에 따라 간을 맞추는 것이 좋다.', '알갱이가 생기도록 볶은 계란은 접시 위에 잠시 올려 놓는다.', '계란을 익힌 팬에 방울토마토를 넣어 중불에서 30초 정도 볶는다.너무 오래 볶으면 물러져서 방울토마토 식감이 좋지 않게 조리될 수가 있다.', '방울토마토를 볶고 접시 위에 올려놓았던 계란을 넣어 약불에서 30초 정도 볶은 후 불에서 내리면 토마토 달걀 볶음 완성.방울토마토와 계란을 같이 볶을 때 너무 오랫동안 볶으면 계란 빛깔이 검게 변하여 색이 달라질 수 있다.']","['방울토마토', '토마토달걀볶음밥', '혼밥', '집밥', '토달볶', '방울토마토요리', '토마토요리']"
91,5892,밑반찬,일상,달걀/유제품,볶음,호텔 조식 느낌 토마토 오믈렛 만들기,https://www.10000recipe.com/recipe/6986780,202,봄미나리                                ,2,15분 이내,아무나,"['계란', '방울토마토', '올리브오일', '양파', '파프리카', '치즈', '소금', '우유']",주말 아침에 브런치로 간편하게 토마토 오믈렛 드셔보세요,"['파프리카, 양파, 토마토를 깨끗하게 씻어 먹기 좋게 썰어주세요', '계란과 우유를 잘 풀고 소금간을 살짝 해주세요', '미리 잘라둔 야채를 올리브유를 두른 팬에 볶아주세요', '적당히 야채가 익으면 우유와 섞은 계란을 부어주세요', '테두리부터 노릇노릇 익으면 슬라이스 치즈를 찢어서 얹어주세요', '계란으로 치즈를 덮어주면서 골고루 익혀가면 아침에 먹기 좋은 간단한 토마토 오믈렛이 완성됩니다', '취향에 따라서 바질이나 파슬리도 뿌려서 먹어주면 더욱 향긋해요!']","['오믈렛', '토마토오믈렛', '브런치', '조식', '치즈오믈렛', '다이어트', '초간단']"
92,5893,밑반찬,일상,달걀/유제품,볶음,달걀찜 맛 나는 달걀 볶음# 계란 볶음,https://www.10000recipe.com/recipe/6989768,255,요리조이                                ,1,10분 이내,초급,"['달걀', '대파', '새우젓', '통깨']",고소하고 짭짤한 달걀 볶음 입니다,"['대파를 작게 썰어 주세요', '식용유를 넉넉히 두르고 대파를 볶아주세요', '달걀을 넣고 20~30초 후에 휘저어 주세요', '몽글몽글 스크램블에그를 만들어 주세요', '새우젓을 넣고 골고루 섞으면서 볶아주세요 새우젓을 다져서 넣으면 간이 골고루 베어요', '통깨를 뿌리고 접시에 담아 맛있게 먹어요']","['달걀', '볶음', '스크램블에그', '밥반찬', '밑반찬']"
93,5894,밑반찬,일상,달걀/유제품,볶음,"아기 반찬, 크래미양파계란볶음 레시피",https://www.10000recipe.com/recipe/6990835,249,평범한흔남                                ,3,20분 이내,아무나,"['양파', '물', '크래미', '계란', '소금']","아기 반찬, 크래미양파계란볶음 레시피 입니다.","['-위 재료 확인하고 준비해주세요.\n-양파와 크래미는 아이가 먹을 수 있도록 잘게 잘라주세요.', '계란은 풀어서 준비해주세요.', '프라이팬에 물 100ml 부어주세요.', '양파를 넣어 푹 익혀주세요.', '소금 0.1T로 간 살짝 해주시구요.', '양파가 익으면 물이 살짝 있는 상태에서 계란물을 한바퀴 둘러 주세요.', '크래미도 바로 넣고 나서 물기가 없을 때까지 볶아 주시면 완성!']","['아기반찬', '25개월반찬', '크래미양파계란볶음', '크래미양파계란볶음레시피', '크래미양파계란볶음만들기']"
94,5895,밑반찬,일상,달걀/유제품,끓이기,구운달걀 카레덮밥 편스토랑 박솔미 레시피 주말엔 간단하게 먹어요,https://www.10000recipe.com/recipe/6981110,"1,069",상콤달콤                                ,3,30분 이내,초급,"['삶은달걀', '양파', '버터', '고형카레', '소금', '물', '케찹', '밥']","주말엔 한그릇 요리가 더할나위 없는 효자같아요^^
오늘의 픽은 구운달걀 카레덮밥이랍니다
카레에 여러가지 야채랑 고기가 들어가서 영양은 좋지만 손질이 귀찮을 때가 있는데
달걀과 양파만 있다면 OK~
간단하지만 정말 맛있더라구요^^","['삶은 달걀을 준비해주세요\n카레할 때는 반숙으로 준비하더라도 굽는 과정에서 익게 되더라구요\n완숙으로 준비하시면 좋아요달걀 삶는법 두 가지\n1. 찬물에 소금 1T와 식초 1T를 넣고 물이 끓기시작하면 12분동안 삶는다\n2. 찜통에 찐다\n찬물에서부터 찜기에 올려 20분간 쪄주세요\n따뜻할 때도 식어도 매끈하게 잘까져요', '양파는 채썰어주 준비해주세요^^\n너무 얇게 써는 것보다는 재료가 양파밖에 안들어가니0.5~0.6cm 두께로 썰어주세요\n고체카레는 초콜릿처럼 조각조각 쉽게 나눠지는데 잘라서 3~4조각이면 충분해요                    \n\n                            에스앤비 카레 모음전', '팬에 버터 20g을 녹여준 후 달걀을 넣고 노릇하게 달걀을 구워주세요\n뚜껑을 덮고 중간중간 열어서 저어주세요 \n달걀이 노릇하게 구워질 때까지요중약불(버터가 타요~ 중간불보다 약불로 하세요) \n\n                            해피콜 끌레르 프라이팬IH 모음전 택1', '방송에서는 다른 팬에 양파를 따로 볶았는데 달걀만 따로 덜어놓은 후 양파를 볶았어요\n소금 한 꼬집 솔솔 뿌려주세요\n불을 조금 센 불로 했더니 버터가 타서 가루같은 게 좀 생겼는데 약한 불에서 하시면 괜찮아요\n양파는 갈색빛이 날 때까지 볶아주세요\n칼라멜라이징이 되어 단맛이 올라오고 맛있어져요', '볶은 양파에 구운 달걀을 넣구요\n물 750ml를 넣고 끓여주세요\n물 양을 많게 하면 카레를 조금 더 넣으시면 되니까 물 양을 걱정하지 마시고 계란이 살짝 조금 덜 잠기게 붓는다 생각하고 부어주시면 돼요', '고체카레 3조각을 넣구요 간을보세요\n싱겁다고 느껴지면 카레를 1조각 더 넣어서 끓여주세요\n카레가 걸죽해지기 시작하면 케찹 1T를 넣고 저어가며 끓여주세요', '원하는 농도가 되었다면 따끈한 밥에 올려 맛있께 드시면 됩니다^^\n달걀 2~3알 올려 먹으면 너무 든든하고 좋더라구요^^\n달걀이 들어가 부드럽고 양파의 은은한 단맛\n김치 1조각 올려먹어도 꿀맛!\n아이도 좋아하는 달걀카레덮밥이랍니다^^']","['주말요리', '주말메뉴', '아이밥', '달걀카레덮밥', '달걀요리', '카레덮밥', '카레밥', '달걀카레', '구운달걀카레덮밥', '한그릇요리']"
95,5896,밑반찬,일상,달걀/유제품,끓이기,"마약계란장 레시피, 다른 반찬이 필요없어~",https://www.10000recipe.com/recipe/6919362,"44,208",엘린84                                ,4,15분 이내,아무나,"['계란', '양파', '대파', '청양고추', '간장', '물', '설탕', '다진마늘', '통깨']",마약계란장 만들기,"['마약계란장 레시피는 계란 삶는 시간을 제외하면 \n10분도 안걸리는 초간단 요리인데요\n더운 여름날 불 앞에 오래 서있지 않아도 되서 \n여름철에 쉽게 만들어먹기도 딱 좋은거 같아요', '먼저 계란을 삶아줘야겠죠?\n계란은 냉장고에 있던걸 바로 사용하시게 되면\n계란껍질이랑 흰자랑 같이 떨어지는경우가 있기 때문에\n미리 상온에 꺼내두시고 요리하는걸 추천드려요\n물이 끓기전 굵은소금 1큰술과 식초 1큰술을 넣고 계란을 넣어주세요\n물이 바글바글 끓어오르기 시작하고 7~8분 정도 되었을때\n꺼주시면 반숙으로 먹기 딱 적당한데요\n반숙을 싫어하시거나 못드시면 조금 더 삶아주셔도 좋고요\n개인적인 입맛으로는 반숙으로 만든 계란장이 좀 더 맛있더라고요', '마약계란장 레시피에 같이 넣어줄 양파, 대파, 고추도 썰어서 준비해주세요\n양파는 약간은 큼직해도 먹기 좋기 때문에 반으로 갈라 4등분 해주었어요', '대파는 한줄기를 네쪽으로 분리해서 송송 채썰어주었고', '고추는 청양고추를 사용해주셔도 좋지만 저는 아이들도 먹을꺼라\n그냥 풋고추를 같이 넣어주었답니다 ㅎㅎ\n아예 넣지 않아도 되지만 그냥 남아있어서 한개 같이 넣어줬네요', '7~8분 정도 흐르고 계란을 꺼내서\n찬물에 헹궈 껍질을 까서 준비해주세요\n반으로 잘랐을때 요렇게 반숙정도 되어야 맛있더라고요\n제가 원하는 익기로 딱 잘 익어서 만족했어요 ㅎㅎ', '요렇게 껍질을 잘 까서 준비해주시고요~', '이제 분량대로 양념을 넣고 후다닥 마약계란장 레시피를 만들어볼꺼예요\n물과 간장 설탕은 1:1:1의 비율로 넣어주시면 되요\n종이컵을 사용하시면 계량하기 편하답니다\n저도 종이컵을 사용해서 물, 간장, 설탕 계량을 해주었고요\n각 1컵씩 넣어주엇어요\n거기에서 다진마늘과 통깨를 추가해주시고\n설탕이 잘 녹을만큼 저어서 준비해주세요', '설탕이 어느정도 녹았을때 준비해둔 재료를 모두 넣고\n한번 더 휙휙 저어 양념이 베어들수 있도록 해주세요', '그리고 준비해준 계란을 넣고 한번 더 휙휙 저어\n계란에도 양념이 베어나올 수 있게 해주세요~', '요렇게 만들어서 반나절 정도 뒀다가 드시거나\n그 다음날 드셔도 참 맛있는데요\n계란도 계란이지만 이 양념장이 너무 달지도\n너무 짜지도 않아서 밥이랑 비벼먹기에도 좋더라고요']","['마약계란장', '마약계란장만드는법', '마약계란장레시피']"
96,5897,밑반찬,일상,달걀/유제품,끓이기,"폭탄 계란찜! 저비용, 초간단 화려한 상차림 완성!",https://www.10000recipe.com/recipe/6992406,922,구로동이모                                ,4,15분 이내,아무나,"['계란', '새우젓', '참치액', '물', '다진 대파', '다진 당근']","가장 적은비용과 적은 노동력으로 그럴싸한 밥상 차릴 수 있는 메뉴가 바로 계란찜이 아닐까싶네요.
장봐둔거 없고 급하게 밥상차려야 될 때 계란과 파만 있으면 후딱 화련한 밥상 완성이죠.","['당근과 대파는 다져 주시고요.', '뚝배기에 계란 4개를 깨주고\n새우젓1/3T, 참치액 1/2T, 물 6T를\n넣어주고 다진 대파와 당근을 넣고 잘 섞어 줍니다.폭탄계란찜에서 가장 중요한 포인트는 계란찜에 넣는 물의 양입니다.\n계란 1개에 1T~1.5T가 적당합니다.', '이제 센불에서 끓이기 시작합니다.\n끓이다보면 뚝배기 가장자기의 계란이 익어가는데요.불는 강불로 해주시다가 가장자리가 익기 시작하면 중약불로 줄여주세요.', '이렇게 가장자리가 70%정도 익었을때\n숟가락으로 휘휘 저어 줍니다.\n가장자리만 익고 아직 안쪽은 하나도 안익은 상태일꺼에요.', '이렇게 숟가락으로 휘휘 저어주고요.', '뚝배기 뚜껑을 밥공기로 엎어 둡니다.\n이 상태로 대략 1분이상만 약불에서 끓여 주세요.밥공기는 코렐밥공기입니다.\n뚝배기 크기 비교하세요.\n뚝배기 작은 크기입니다.', '폭탄 계란찜 완성입니다.']","['폭탄계란찜', '계란요리']"
