,index,닉네임,작성날짜,작성시간,별점,내용
2617,632,큐티은하,2017-10-12,13:57:48,5,레시피 감사요~~^^ 고기를 삶고 깜빡하고 육수를 버렸네요ㅠㅠ 맹물에 분량대로 조림양념을 넣었는데 그래도 맛나네요ㅎㅎ
2618,632,박용희(성훈&성주맘),2017-08-30,15:01:14,5,쉽게 맛있게 잘 만들어 먹었습니다. 대성공~~~육수의 양은 저도 남은 육수에 간장 150g넣었더니 좀 짜서 물 더 넣고 하니 잘 맞더라고요. 쉬워서 좋았어요~~~^^
2619,632,민바라기혜저니♡,2018-06-28,10:31:14,5,"계란삶은게 남아서 이거보고 따라했는데 늠 맛있어요~^^
 장조림덮밥을 매번 실패했는데 덕분에 아들레이가 푹~빠졌네요~^^
아침마다 메뉴 없을때 정말 좋아요~^^
다 먹음 또 해묵을꺼에요^^"
2620,632,햄앤치즈,2021-01-22,15:51:09,5,"쉽게 따라할수있어서 넘좋았습니다
맛도 짜지도않고 밥반찬으로
딱 좋아요"
2621,632,주주아빠짱,2017-09-27,08:38:47,5,"간단하고 좋네요
첫도전이라 고기만 가지고 했는데
다음엔 메추리알도 같이 해봐야겠어요."
2622,632,거눙맘v,2017-08-19,17:43:18,5,감사합니다~쉬운 설명덕에 여태 요리의 요자도 모르는 제가 이 음식을 완성했어요ㅎ
2623,632,나는요리사잘하자fhfkgkrkjsbs,2021-02-01,17:04:17,5,"꽈리고추는 없어서, 표고버섯, 당근 추가하여 만들었는데, 좀 부족하여 다진마늘 조청,소주 조금 넣으니 감칠맛 나면서 맛있어요"
2624,632,JungHyun An,2017-02-08,16:25:05,5,맛있게 잘 먹고 있습니다ㅋㅋ 설명도 쉬워서 만들기 더 쉬웠네요~^^
2625,632,Jeon Yeong Ae,2018-10-09,09:13:38,5,"쉽게만들수 있어 감사합니다
맞있게해서 먹었어요"
2626,632,kg****1,2017-12-02,00:42:28,5,덕분에칭찬받았네요ᆢ감사합니당.^^
2627,632,pmm333,2018-10-09,11:05:06,5,너무간단히만들수있어서좋아요
2628,632,okju****,2016-03-27,19:29:14,5,맛나게 잘 해서 먹었어용. ~~^^
2629,632,꽁뿌따,2019-01-21,05:17:40,4,ㅎㅎ 따라한다고 했는데 전좀 달게 되었어요. 다음엔 물엿양을 좀 줄여야겠어요
2630,632,요미누나임,2018-06-09,21:43:32,4,"레시피도 그렇고 다 좋았는데
저한텐 좀 짜네요 ㅠ ㅠ담엔 간장 좀 줄이는 걸로...이것만 빼면 굿이에요"
2631,633,JESUN,2021-03-23,11:01:38,5,레시피가 간단해서 자주 하고 있습니다 맛도 좋습니다~
2632,633,손정희율리아,2020-11-19,15:05:53,5,"덕분에 맛나게 해서 먹었네요^^
고맙습니다~~^^"
2633,633,이상헌~^^,2020-12-14,20:21:47,5,"깜짝 놀랐어요~
 정말 맛있어서요~~^^"
2634,633,Pingto0210,2021-11-11,17:01:59,5,너무맛있어요❤️❤️❤️
2635,633,소중한시간,2021-02-03,11:31:23,5,완전 맛있어요^^ 베리굿~
2636,633,rhccjstk****,2021-04-24,18:20:02,4,맛있을것같아요
2637,634,지내,2020-11-14,17:20:17,5,담백하니 맛있는 장조림 되었어요...재료도 간단해서 편하게 맛난 장조림 되었네요..좋은 레시피 감사합니다..
2638,634,김석범,2022-06-02,16:27:39,5,"레시피대로 만들었는데 맛있어요
셋이 있다가 둘이 죽어도 모를정도^^"
2639,634,하하130,2021-10-06,17:01:26,5,"건고추 없어서 안넣었는데....
그래도 맛있어요."
2640,635,김은숙,2017-06-08,18:39:50,5,아이랑 신랑이 좋아하네요^^넘맛있어요
2641,636,여니8821,2017-04-02,13:36:10,5,"간편해서 처음으로 따라해봤어요^-^
미숙한 초보 주부인데 쉽게 잘 따라했어요
감사합니다 ~~"
2642,636,호잇,2022-11-15,08:37:50,5,"저는 소주없어서 물에 데치고, 다시마 생강 마늘 육수 생략했는데 정말 맛있게 완성되었어요 좋은 레시피 공유해주셔서 감사합니다"
2643,636,잠꼬맘,2017-07-01,17:09:51,5,레시피 보고 만들었더니 남편이 맛있다고 엄청 좋아하네용~감사해요~~
2644,636,k졸리,2017-03-28,21:52:02,5,"정말 맛있어요~
덕분에 점수땄네요ᆞ감사해요"
2645,636,bewisebepure,2016-12-11,02:07:56,5,간편하고 깔끔하게 만들어져서 좋네요!!!
2646,636,예진마미89,2017-03-08,21:09:20,5,임당 식단에 빠질수없네요.감사해요
2647,636,똥손이래요,2017-03-06,12:35:26,5,기름이 확실히 덜 뜨고 맛있었어요
2648,636,양양이다,2017-06-06,19:59:02,5,덕분에 맛난 장조림 만들었네요~^^
2649,636,정헌아ㅁㅁ,2016-12-14,19:58:23,5,맛잇게잘됫어용 감사합니다
2650,636,나연이야,2016-11-06,14:30:36,5,짜지않고 맛있게 됐어요
2651,636,이재희데보라,2022-11-20,08:33:54,5,맛있습니다 감사합니다
2652,636,김대화화천사,2018-04-16,21:41:08,5,"맛나게 했어요!
감사"
2653,637,김봉선의와이프,2016-01-08,05:53:50,5,장난 아니게 맛나요.메추리알이 없어 대신에 마늘쫑이랑 감자를 넣어는되 맛나요.아~끓을때 식초를 한방울 넣었는되 맛나게 먹었어요.ㅋㅋㅋ
2654,637,쏭비님,2015-12-15,11:58:48,5,간장이없어서 국간장넣었더니 개짜네요ㅠ그래두밥도둑이네요 감사합니다^^
2655,637,경기아들맘,2022-10-23,17:13:30,5,덕분에 드디어 성공한 장조림만들엇어요
2656,637,화영이,2016-11-26,23:15:17,4,"정말 쉽고 간단하게 했어요~
맛도~~굿뜨^^"
2657,637,시윤s아빠,2016-01-05,15:16:41,3,따라샷!!
2658,638,비움비움,2020-06-14,00:00:33,5,맛있는 장조림으로 우리집 식탁이 1주일은 든든합니다~^^ 맛을 본 아들이 제가 했다니까 안믿네요~^^
2659,638,뿡이네,2018-09-03,15:23:32,5,"넘 맛나게 잘 해먹었네요^^
울랑이도 잘 먹구..
조카들도 맛있다고 잘 먹어서..
맛난 레시피 감사해요^^"
2660,638,dondo****,2016-07-21,12:45:53,5,"덕분에 맛있게 잘 먹고 있습니다~~^^
임산부라 고기를 자주 섭취하라는데 말이 쉽지 매번 구워먹을 수도 없고.. 입맛이 없었는데 요즘 장조림 반찬으로 밥 잘 먹고 있어요!"
2661,638,초롱롱롱,2021-11-08,22:37:25,5,"밥에 비벼먹어도 무척 맛있어요!
남자친구가 잘먹어서 기분이좋네요"
2662,638,요리초보자,2022-11-22,10:54:25,5,아직 미완성인데 맛있을거같아요
2663,638,greathill,2018-10-17,16:59:46,5,맛있게 됩니다 굿굿
2664,639,뽀노니,2019-09-18,12:39:40,5,돼지고기안심으로 이렇게 맛있는 장조림이 될줄 몰랐어요 아기반찬으로 딱이에요!
2665,639,슬랭이,2019-09-04,21:07:21,5,예비신랑이 먹고싶다고해서 만들었는데 정말맛있어요!!메추리알넣어서 먹으니 꿀맛!
2666,639,우주셋맘,2020-11-06,12:03:54,5,"두번째 만들어봤는데 이번에 정말 맛있게 되었어요!
새콤한것 싫어해서 발사믹식초는 한수저만 넣었고
매운 고추를 살짝 넣었다 뺐어요~~ 
하루만에 다 먹어버렸네요 ㅋㅋ"
2667,639,형쓰마미,2018-12-20,19:44:06,5,아이들 먹기에 적당하게 간간한 맛이 나네요^^ 레시피 감사합니다~
2668,639,고동이언니,2020-12-08,17:09:09,5,너무맛있어요~ 아이들이 잘먹어서 떨어뜨리지않고 자주해줘요~
2669,639,워닝워닝,2019-01-07,11:32:27,5,해주었더니 너무 잘먹네요 ^^ 감사합니당 ♡
2670,639,함작가81,2019-10-22,20:28:34,5,최고입니다 똥손인데도 완전 맛있어요
2671,639,라파즈,2020-05-31,13:54:43,4,처음 해보는데 손쉽게 되네요 감사합니다
2672,639,정하돌,2019-02-07,22:33:16,4,처음으로 해보는데 맛나내영!!!^^
2673,640,승현가현엄마♡,2020-10-24,11:43:50,5,"너무맛있게 잘만들어 딸래미에게 물어보니 ㅎㅎ 최고를받았어용
엄지척~^^..."
2674,641,요리재미있는사람,2022-08-11,17:58:14,5,"흐흐 맛있어요ㅎㅎ 앞다리살 고기가 남은 게 있어서 그걸로 했는데, 괜찮더라구요ㅎㅎ 감사합니다~~"
2675,641,이쁘니님,2017-09-02,09:29:27,5,"반찬해서 먹느라 사진찍는걸 깜박했네요^^
하기쉽고 짜지않게 할수있어서 감사하게 잘 먹었습니다^~^"
2676,641,엽기사오정,2020-07-25,21:26:20,5,전 간이 좀 싱겁더라구요 그래서 가장이랑 다른것 더 추가했어요 식구들이 맛있다고 잘먹네요 ㅎ
2677,641,지나쥐나,2017-01-13,15:51:23,5,많이 짜지 않아 아이반찬으로 딱 좋습니다. 새송이버섯도 있어 넣어봤는데 괜찮네요^^
2678,641,장꾸소녀,2020-07-20,18:51:51,5,"저는 아기반찬으로 한거라 꽈리고추는 빼고 했어요!
레시피감사해요♡"
2679,641,youarelove,2017-09-03,21:22:11,5,꽈리고추는 안먹어서 빼고 했어여 맛있네요 좋은 레시피 감사합니당
2680,641,김정화,2022-10-30,23:10:53,5,가족들 입맛에 잘 맞아요~ 훌륭한 레시피~ 감사합니다^^
2681,641,토실버키,2019-07-11,20:25:11,5,간이 짜지않아 아이랑 같이 맛나게 먹었어요
2682,642,JJHA,2022-10-03,12:48:48,5,"돼지 사태가 있어 찾아봐 만들었어요
쫄깃하니 맛나네요
레시피 알려 주셔서 감사해요"
2683,642,맛있는산백,2021-06-05,21:56:02,5,감사합니다. 맛있게 잘 해먹었습니다.
2684,642,금사빠,2021-02-22,14:23:04,5,잘 만들어 먹었습니다
2685,642,yOoN°s!~,2021-02-21,20:00:01,4,"밥잘 안먹는 아이를 위해 메추리알도 넣어 만들었어요.
고기 더 연해지라고 전 사과즙까지 넣었어요.
레시피 감사합니다."
2686,643,dldbs,2017-08-03,23:29:51,5,실수로 육수를 버려서 맹물에 졸이고 계량도 거의 맘대로였는데 맛있게 잘됬어요ㅎㅎ
2687,643,애교요리,2017-11-01,19:10:14,5,"고기를 맹물에 끓이고 더러운 거품이 나와서 물 버리고, 고기는 찬물에 씻고는 여기에 나온 레시피를 한꺼번에 넣어서 하는데 너무 맛나요~~♡감사합니다"
2688,643,김영애Bibiana,2019-05-31,16:33:17,5,성공입니다.가족들이 밑반찬을 한그릇요리처럼 ㅋㅋㅋ
2689,643,베리보리,2017-03-29,22:43:21,5,거의 마무리 단계에요 맛있을거 같습니다 감사합니다!
2690,643,한준마미,2017-11-19,12:07:33,5,호호 맛나게 잘 되고있는거같아요~!
2691,643,-백수주부,2019-01-10,13:48:46,5,잘만들어 먹었습니다 감사합니다
2692,643,Myungeun Kwon,2016-12-20,17:54:56,5,맛있게 되어가고있어요~^^
2693,643,솔향기90,2017-09-03,22:08:54,4,내일 장조림 해먹으려구요. 쉬운 레시피 감사해요
2694,643,보아리우석,2016-07-04,20:40:25,4,잘 만들었습니다 맛있어요~~
2695,644,둥이둥이둥이,2019-04-22,12:43:52,5,꽈리고추를 넣어주니 더욱 맛있네요 아이들이 너무 잘먹어요~
2696,644,캡짱스,2019-05-11,13:14:13,4,"맛있게 잘 먹었습니다 ^^
메추리알 —> 계란
꽈리고추 —> 양파
굴소스 —> 다른 소스
재료 집에 있는것으로 바꿔서 했어요. 
감사합니다."
2697,645,KIM HEE KYUNG,2018-08-30,19:08:29,5,"돼지고기 2근했는데
이 양념 비율대로 그냥 했는데
삼삼하니 맛있어요.
전 매실청, 조청 첨가했습니다. 맛있어요!"
2698,645,골머리,2017-08-23,13:42:32,5,"안심이500g이라서간장 1컵미향조금넣고 물3컵설탕밥숟갈보다조금작은거로3스푼하고매실청넣고하니 짭지도않고 딱 먹기좋게 만들어졌어요
길이도 새끼손가락 반토막으로 조금 도톰하게했더니 다들 좋아하더라구요
덕분에 맛있게 잘먹었어요"
2699,645,세다어멍,2017-07-12,12:30:18,5,돼지고기넣은 장조림 첨 해봤는데 남편이 엄지척을 ㅎㅎㅎ 좋은 레시피 감사드려요 ^^
2700,645,즐거운하루하루,2018-10-05,22:52:16,5,정말 맛나요~ 간도짜지않고.. 전 메추리알이 없어서 그냥 계란 삶고 바섯도 넣어서 만들었는데 맛나네요~ㅋㅋ
2701,645,인혁지원•인•우엄마,2017-11-19,11:31:32,5,전 한번에 모든 재료와 부재료 다 넣고 끓이고 불 줄여서 했는데 맛있네요.순서대로 하면 더 맛있겠죠?
2702,645,은짱☞♡☜,2018-06-27,22:18:23,5,"레시피 보고 했는데 맛있게 잘됐어요. 전 꽈리고추 대신 송이넣어서 했는데 식감도 좋구 맛나요~
대신 살짝 매운향 내려구 청량고추 한개 넣었어요^^"
2703,645,꼬꼬마찐아,2019-03-23,14:40:48,5,"벌써 두번째 만들어 먹어요~ 
처음 만든건 일주일만에 싹쓸해서ㅋㅋ
애들이 무지 좋아하네요^ ^"
2704,645,순둥이묭,2017-06-13,09:00:59,5,"통후추,월계수잎,생강술,생강,꽈리고추~없어서 다 빼고 했는데도 대박~~~제가 했던 장조림 중에 최고네요. 고기넣은 장조림 매번 실패해서 메추리알만하는데 요 레시피로 성공했어요^^ 감사합니다~"
2705,645,은아은유맘-,2020-05-18,20:36:32,5,매번 이레시피로 해요.세번째만드네요.보기만해도 든든해요.맛있는 레시피 고맙습니다 ^^
2706,645,둉피리각시,2017-07-01,13:55:05,5,"돼지고기를 깜빡하는 바람에 빼고 했어요ㅠ
그래도 맛있어요 ~ 잘먹었습니당"
2707,645,김정수수호천사,2018-07-31,17:39:49,5,정말 맛있더군요...저는 땡초를 조금많이 넣어 달지않고 칼칼하게 했어요^^
2708,645,낭구김영일,2017-04-19,21:06:09,5,똑같이는 못하지만 비슷하게 맛있게 만들어 먹었읍니다. 고마워요. 꾸벅
2709,645,doden0,2017-09-01,07:08:14,5,"레시피되로했는데 아들친구들이 맛있다고 잘먹네요
감사합니다"
2710,645,마린마리,2022-07-18,17:16:38,5,좀 달지만 앞으로 설탕줄여서 이레시피로 계속하려구요~
2711,645,드림럭셜,2017-06-01,10:28:04,5,늘 하던 반찬인데도 요 레시피 따라하니 더 멋있어요~~^^
2712,645,@@배고픈 냥이,2017-07-07,16:49:01,5,대충 있는것만 넣어서 했는데 맛있어요~감사합니다
2713,645,나리보고파,2017-09-18,20:39:25,5,꽈리없어서 안넣었는데 그래도 맛있네요!
2714,645,HAIYING PIAO,2017-05-07,22:27:03,5,진짜맛있었어요 ^^감사합니다
2715,645,마리 차,2017-04-19,18:15:28,5,곤약도넣어서 만들보았어요
2716,645,clean***,2017-12-25,11:50:00,5,완전맛있어요
2717,645,yyb****,2018-12-04,11:21:18,4,"매번메추리알만하다 고기넣구해봤는데맛있게됐어요 감사합니다
잘먹을께요^^"
2718,645,율무르,2020-05-16,22:02:36,4,"짜고달아요ㅠㅠ 저는 끓이다가 국물 반정도 따라버리고 생수추가했어요
이렇게하니까 제입에는 맛있네용!!
.
21.10.06
물 800ml 간장200ml 매실청 100ml . 맛술150ml . 설탕2큰술. 생강가루 . 돼지안심 500g . 메추리알450g .마늘15개 . 꽈리고추20개. 대파1뿌리반 . 

물안버려도되고 딱 맛있어요ㅎㅎㅎㅎ"
2719,645,용이곤이맘스,2017-05-26,15:05:41,4,처음해보는장조림이라 레시피도움받아서 해봤더니맛있네요~물대신고기삶은육수 넣어봤습니당^*^덕분에 맛있게먹겠습니다~
2720,645,재승맘,2017-06-09,09:05:05,4,소고기 장조림만 먹었는데 쉽고 맛나네요
2721,645,꽃의패로디,2017-05-31,21:21:04,4,맛나게 된거같아요~^^
2722,646,딸래미셋,2020-08-07,09:59:09,5,완전맛있게 잘먹었어요~~~
2723,647,딸기마미네,2018-01-27,15:53:27,5,"두번째 하는 중입니다.두번째는 버섯 고추 양파,파 생강까지~^^ 양이 많아졌네요.
레시피 감사합니다."
2724,647,[Abigail] 김희영,2017-05-19,22:06:08,5,"짱이에요:)
저에게 집반찬이 생겼어요!!"
2725,647,곰탱 각시,2017-05-24,15:25:22,4,마늘쫑ㆍ새송이 버섯 추가해서 짜지않고 아주 맛있게 만들었습니당^^
2726,647,엘로우손,2018-01-28,07:47:59,4,맛있는데요
2727,648,제비연,2019-08-30,18:46:56,5,"맛있어요~
저는 표고버섯 한개와 구운계란 있어서 넣었어요
윤님 덕분에 부드러운 장조림 잘먹었습니다"
2728,648,탱탱시우,2017-06-10,14:59:19,5,어제 만들어줬는데 짱 맛났어요감솨~~
2729,649,황1004,2021-06-24,12:07:02,5,너무~~너무~~~~맛있어요.쉽고 간단하고~~최고입니다.색감상 파조금 넣었네요~감사해요^^
2730,649,,2019-09-03,22:45:42,5,7살아들이 맛있다고 엄지척 해주네요~~감사해요^^
2731,649,아안미,2019-09-04,11:43:55,5,맛나겠어요. 감사^^
2732,650,비밀이야1,2020-02-04,14:38:18,5,아이반찬으로 너무 좋은것 같아요 생강조청? 없어서 그대로는 못해본게 아쉽네용~
2733,650,라리한,2017-07-11,12:09:46,5,"레시피에 꼬마새송이버섯 추가해서 만들었어요
적어주신 간장양 대로 넣었더니 너무 짜지 않고 좋네요 ㅋ
아가가 맛있게 잘 먹어줬으면 좋겠어요
좋은 레시피 감사합니다~."
2734,650,냥이댕댕이,2017-09-29,18:04:16,5,맛있게 잘 되었네요^^싱겁게 먹는편이라 입에 맞네요 ~~아가도 잘 먹을거 같아요
2735,650,etch****,2017-03-13,01:19:47,5,"짜지않고 맛있게 만들어졌어요
생강청과 매실액은 신의 한수네요^^"
2736,650,청평,2017-02-20,10:31:35,5,맛있게 잘 됐습니다.짜지도 않고 우리식구 입맛엔
2737,650,뽕아77,2017-09-02,12:46:29,5,너무 맛있어요
2738,650,승현가현엄마♡,2021-04-17,18:06:42,4,"살짝싱거웠었는데 간을다시해서 진짜맛있게만들었어요..고기를 두덩이해서 싱거웠었던거같아요
최고!!감사해용"
2739,650,euni38,2017-01-01,22:25:39,4,레시피공유 감사합니다^^
2740,651,미오리,2016-07-19,11:51:52,5,장조림할때마다 참고하고있어요 짜지않고 달지않고 맛있어요
2741,652,삼남매경란,2021-02-16,13:17:20,5,"짜지않고 넘 맛나요~
짱이예요"
2742,653,배니베니,2017-05-25,17:34:50,5,맛있어요!! 레시피 감사해요 ^^
2743,654,갱상도아지매,2021-07-25,08:26:08,5,"처음 해봤어요
레시피데로 했는데
아주 맛이 굿
감사합니다"
2744,654,티노,2021-12-05,16:22:33,5,"압다리 세일 하길래 했더니 맛나요
감사합니다"
2745,655,jeoung10022,2016-04-12,21:43:39,4,괜잖었어요^^ 맛있게 잘먹었어요
2746,656,이은주,2020-04-09,11:24:48,5,"맛나요 전 감자와 무넣구 했어요 
간이 고기에 더드네요 감자와 무는 적당하고요"
2747,657,승현도현맘,2017-07-11,07:21:13,5,대패랑두부랑 이렇게말고 두부만으로또올려주세요. 국물이끝내줘요 울신랑도두부고기좋아하는데 살빼라해서 두부로해주려고요.두부레시피도 부탁해요♡
2748,657,핸주는윤이엄마,2018-01-22,14:59:23,5,오늘 두부조림 먹고싶어서 레시피 따라서 요리해 봤어요~~근데 집에 삼겹살이 없어서 빼고 했는데 그래도 맛있었어요^^울 딸이 완전 맛있다고 다음에 또 해달라고 하니 정말 기분이 좋았어요^^바겨사님 감사해요^^
2749,657,ELOUSE,2017-05-18,03:07:23,5,"맛있어요~~
두부 좋아하는 저는 두부만
고기 좋아하는 신랑은 고기만 ㅡㅋㅋ"
2750,657,alines1225,2017-07-12,01:16:31,5,"한번 먹으면 중독성이 짙어요~
깔끔하면서 섬겹살때문에 맛이 징하게 맛나네요~••
대패두부조림때문에 밋슬라이스를 둔비하게되었네요••"
2751,657,suny152,2017-06-01,17:52:46,5,퇴근길에 검색하고 두부랑 대패삼겹을 사와 저녁을 해결했어요~
2752,657,김조인,2017-08-15,20:08:10,5,밥 생각 없엏는대 덕분에 밥 한그릇 뚝딱!
2753,657,♥케이 최♥,2017-05-13,12:41:45,5,아주 간단하면서도 맛도 최고예요~
2754,657,hootgirl,2017-08-01,20:52:57,5,맛있어요~~^^
2755,657,공은정,2017-07-13,20:58:39,4,오늘 저녁에 해서 먹었는데 정말 맛있었어요 식구들이 모두다 엄지척 해주어 땀흘리며 음식한 보람이 있네요 감사 합니다 덕분에 가족과 웃으며 저녁을 먹었습니다 앞으로도 맛난음식 많이 올려주세요 ~~~^^
2756,657,철나한,2017-07-11,15:27:56,3,그런대로 약간싱겁게 됐네요 ㅋㅋ
2757,658,놀먹,2019-09-22,17:31:01,5,다음엔 설탕을 약간 줄이면 제 입맛에 더 맞을 것 같아요. 청양고추도 넣으니 좋았어요~
2758,658,지수마미♡,2020-03-15,09:35:24,5,간이 쎄지 않아서 아이들도 정말 많이 좋아해요~~맛있게 잘 만들어서 먹고 있습니다~감사합니다♡
2759,658,Vivian~♡,2019-06-06,08:27:22,5,맛있게 잘만들어서 먹구 있습니다.감사합니다
2760,659,소옹알미~♬,2020-07-25,17:12:00,5,장조림용 고기는 늘 뱉어내거나 질기다고 안먹었는데 안심으로 하니 뱉지않고 먹어서 좋아요 ㅎㅎ
2761,659,노미82,2019-11-20,18:39:29,5,"레시피 감사해요~~ 
전 레시피에 만들어놓았던 맛간장 살짝 추가해봤어요~ 
양이 많아서 친정엄마 좀 드렸는데 
맛있다고 하시네요~~♥
감사합니다~^^

사진은 세 통 중 가장 작은통이에요~"
2762,659,뒤뚱새댁,2019-11-11,14:43:17,5,마늘장아찌물을 섞었더니 좀 흐리지만 레시피 감시합니다~
2763,659,엄지❤❤,2020-02-17,11:42:50,5,간단하게 잘먹었슴니다
2764,659,고성산,2020-05-31,04:25:11,5,"맛있어용 ,감사합니다"
2765,659,귀욤남매,2020-02-03,18:44:17,5,열심히 해서 완성♥♥
2766,659,황고은89,2019-11-05,19:05:21,5,맛있게 만들어졌어요~
2767,660,황가마미,2020-09-07,18:36:25,5,레시피보고 맛보며 시행착오가 있었지만 잘만들었답니다~~
2768,660,sylee462,2020-04-12,18:55:26,5,완전 맛나요
2769,661,복톨♡,2015-06-21,09:11:15,5,제가 간장을 착각해서 넣는바람에 완전 소금장조림이 됐지만ㅜㅜ 간장을제대로 적당량넣었으면 너무 맛있게됐을것같아요ㅎㅎ 감사합니다♡
2770,662,진효경(민이맘♡),2019-03-28,11:54:39,5,"덕분에 맛있게해먹었어요
아이가계란도넣어달래서 가치넣어서 해먹었네요ㅋ"
2771,662,최종혜,2017-07-10,00:00:29,5,정말 맛있게 잘했어요.~^^
2772,663,희정조,2020-12-22,11:03:23,5,"배워서 맛잇게 해보겠습니다
레시피 잘보고갑니다
감사합니다."
2773,664,꾸앙이,2020-07-28,23:48:41,5,너무 짜서 먹을수가 없어요ㅠㅠㅠㅠ
2774,664,두현맘ᆢ [희수기],2018-05-14,19:07:13,4,"제가 좋아하는 꽈리고추 잔뜩넣고 장조림..
맛있을 것 같아요^^"
2775,664,호야맘주부,2018-09-08,22:44:48,4,시작해 봅니다..감사요
2776,664,앗싸 리!,2018-04-27,19:14:01,4,맛나요!
2777,665,새초리오,2017-11-17,08:25:04,5,첫 장조림 도전! 너무 맛있게 잘됐어요
2778,665,비뱐리,2017-03-21,19:59:51,4,고기가 맛나요 간간해요~~
2779,665,하나님의세상,2017-06-02,20:55:37,4,좋아요 맛있어요
2780,666,☆메모지☆,2020-07-02,20:21:36,5,처음에 삶는데 퉁퉁하게 불어서 이게 부드러워질까 생각했거든요.. 약불로 1시간 기다리니까 진짜 부드럽고 야들야들하게 변한거에요! 너무 신기했어요. 가게에서 먹은 것보다 보들보들하고 맛있었어요ㅠㅠ 조금 짜서 다음엔 물을 조금 더 넣어 볼려구요. 레시피 감사해요!
2781,667,Seun Hui Kim,2016-10-19,00:45:17,4,저는 간장200씨씨하니까 좀 많이 짜더라구요 입맛에 따라 가감하심 좋을듯해요~
2782,668,후쭈쪼꼼,2017-02-27,18:25:57,5,"돼지고기는 부위별로 가격이 차이가 많이나서 좀 저렴하다 싶은 안심,등심을 잘 사서 요리하는데요, 매일 똑같은 돈가스만 하다가 두툼한 안심을 발견하고는 색다른 요리를 찾다가 이 레시피가 맘에들어서 꼭 해보려고요! 얘들이 진~짜 좋아 하겠어요!"
2783,669,이보옥,2016-02-27,13:21:42,5,조선간장과 진간장을 섞고 육수를 충분히 넣어서 했더니 너무 짜지않고 맛나네요. 함께 넣은 청양고추와 메추리알이 끝내주네요.
2784,669,광진구니,2016-02-19,22:46:47,4,"막 요리다끝내고 식히다말고찍은거에요
제입맛엔 약간 달짝지근하지만 굿이에요~
매운홍고추를 대신넣었고요
신랑이 좋아하네요~~♡,♡"
2785,670,요리사의 하루,2020-08-22,20:39:00,5,셰프님 덕분에 맛있는 음식을 만들어 봅니다
2786,671,보은수영맘,2022-05-01,18:59:33,5,참 맛있게 된것 같아요. ★★★★★
2787,672,얆이,2022-02-15,15:36:24,5,일단 진짜 맛있어요. 저는 야채 다지는 걸 잘 못하고 쫄보라 약불에 골고루 익히는데만 30분 넘게 써서 총 한시간반 정도가 걸렸습니다만.. 그래도 진짜 맛있어요ㅠㅠ 집에 빵가루가 없어서 튀김가루 소량 대충 넣었구요 큰 상관은 없었습니다. 미트볼을 처음 만드는데다 튀김가루라 그런지 고기가 좀 부족했는지 동그랗게 하기는 어렵더라구요. 여러방면 굽다가 삼각김밥 모양이 됐긴 했어요.ㅋㅋㅋ 그래도 맛있으니까 별 다섯개ㅠㅠ 다진고기 처리하는데 짱입니다. 하느라 힘들어서 만들땐 이번 한번만 해야지 했는데 먹으니까 또 해먹고싶어요.
2788,673,못난이짱아,2017-08-26,23:02:03,5,레시피보고 쉽게 만들어서 아이들과 맛있게 먹었습니다.
2789,674,★KJM★,2020-06-30,15:16:08,5,"꽈리고추향이 나는데 너무 좋아요
.그리고 맛있게 잘 먹을거 같습니다.
울 딸래미 생일이거든요^^"
2790,674,손정희,2022-06-16,13:38:02,5,"고맙습니다~~^^
점심때 맛나게 해서 먹었어요~
간단해서 좋았어요~^^
간은 싱거위서 추가로 제가 맞추었구요"
2791,674,땡삐,2021-08-24,08:45:49,5,덕분에 맛있게 맹글어 먹어습니다~♡
2792,675,몽짱아,2021-11-02,21:26:46,5,고기가 부드럽고 맛있게 조리 잘돼서 잘먹었습니다 고맙습니다 ^^
2793,675,윤채준,2021-02-17,20:55:21,5,맛있어요~^^애들은 고추안넣고 어른은 고추넣고하니 딱이네요ㅎ
2794,676,황금시간,2019-01-24,22:47:33,5,맛있게 해먹었어요^^
2795,676,azalea~♡,2016-07-12,16:19:23,5,진짜 맛있어여 ㅎㅎ
2796,676,캐스퍼0303,2016-06-15,00:52:07,5,아주 잘됐네요~~
2797,676,랑투맘,2017-02-10,18:51:29,4,잘먹었습니당^^
2798,677,Eunyong Kim,2016-04-07,23:24:11,5,전 청양고추도 좀 넣었어요~~~ 간장양을 살짝 줄였더니 간이 맞더라고요^^* 잘 먹을게요~
2799,677,밍킬,2017-10-25,00:13:10,5,"정석인거 같아요
저는 처음부터 양념 넣고 끓였는데 이방법대로하니 깔끔하고 짜지않아 맛있네요
감사합니다"
2800,677,초쬬히,2016-10-17,22:27:25,5,짠 맛있어요^^근데 1컵분량이 그냥 가정용 물컵인지 종이컵인지를 몰라 조금씩조금씩 간장추가해서 만들었네용
2801,677,강민정,2020-09-22,02:24:21,5,한컴의 기준을 모르겟네요^^ 근데 감으로 맞춰가며 만들었어요 맛있어요
2802,677,지똥16,2017-09-05,13:45:20,5,맛있게잘먹고있습니다ㅎㅎ
2803,677,개미핥기ㅋ,2019-08-22,16:34:53,5,맛있어요
2804,677,나야한,2016-06-26,20:57:15,4,짜지도않은것이 너무 맛나게잘되었어요 감사요
2805,677,호호가족,2016-11-09,17:58:19,4,맛있네요ㅎㅎ
2806,678,슈퍼 얀다크,2017-02-01,15:42:42,5,언제 먹어도 맛있는 장조림 땡큐
