,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
163,164,밑반찬,일상,소고기,조림,짭조름~ 꽈리고추쇠고기조림 - 딸에게#,https://www.10000recipe.com/recipe/1999412,"8,686",노란장미                                ,,,,[],,[],
164,165,밑반찬,일상,소고기,조림,소고기 장조림 맛있게 만드는 법,https://www.10000recipe.com/recipe/5262223,"97,992",지완맘                                ,2,60분 이내,초급,"['소고기', '메추리알', '꽈리고추', '통깨', '간장', '요리당', '후추', '마늘', '청주']",든든한 밥반찬이 되어주는 소고기 장조림!!,"['소고기는 찬물에 담궈 핏물을 빼줍니다.', '냄비에 양파, 마늘, 대파를 넣고 핏물을 빼준 소고기를 넣어주세요. 올라오는 거품은 꼼꼼하게 걷어줍니다.', '소고기가 알맞게 익으면 먹기좋은 크기로 찢어줍니다.', '찢어놓은 소고기와 메추리알에 양념을 넣어 조려주세요.', '소고기와 메추리알이 양념에 적당히 베이면 준비한 꽈리고추도 넣고 함께 조려줍니다. 꽈리고추는 조금 아삭하게 먹어도 좋으니~적당히 조려주시면 될듯 싶퍼요.']",
165,166,밑반찬,일상,소고기,조림,든든한 밑반찬 소고기장조림,https://www.10000recipe.com/recipe/6916179,"12,077",815요리사랑                                ,6,60분 이내,초급,"['소고기 장조림용', '깐 봉지 메추리알', '곤약', '청양고추', '깐 마늘', '매운 건 고추', '다시마', '건 생강', '대파', '파뿌리', '통후추', '물', '끓인 육수', '진간장', '흑설탕', '물엿']",든든한 밑반찬 소고기 장조림 만들기,"['장조림 육수 재료 준비한다', '봉지 메추리알과 곤약 작은 봉지 1 준비', '냄비에 육수 재료 모두 넣고 물 1리터 넣고 끓인다', '끓는물에 소주 (소주잔) 1컵 넣고 3~4분간 데친다고기의 두께나 크기에 따라 데치는 시간이 다를 수 있어요', '데친 고기는 끓이는 육수에 넣고 20~30분간 삶고, 익은 고기는 건져 한 김 식히고, 육수는 걸러 사용한다 사용량 2컵', '한 김 식힌 고기는 먹기 좋은 크기로 찢고', '봉지 메추리알은 첨가물이 묻어 있을 수 있으니 헹궈서 사용한다', '깍둑 썰기한 곤약은 끓는 물에 식초 1스푼을 넣고 1~2분간 데친 후 찬물에 헹궈 사용한다 청양고추는 포크로 두세 군데 구멍을 내준다', '웍에 메추리알과 간장1컵, 육수 2컵, 흑설탕 2스푼을 넣고 저어 끓인다', '보글보글 1분 정도 끓이다가 데친 곤약을 넣고 약 2~3분간 끓이고', '찢어 놓은 고기와 청양고추 넣고 살짝 끓인 후', '물엿 3스푼 넣고 섞어 마무리한다 장조림만 있으면 반찬이 든든한 소고기 장조림 완성']","['소고기장조림', '장조림만들기', '소고기요리', '곤약장조림', '메추리알장조림', '밑반찬']"
166,167,밑반찬,일상,소고기,조림,생생정보통 소고기장조림,https://www.10000recipe.com/recipe/6679050,"66,331",봉자바리                                ,4,30분 이내,초급,"['소고기(홍두깨)', '꽈리고추', '메추리알', '간장', '올리고당', '다진마늘', '포도씨유']",윤기가 좌르르~ 꽈리고추의 산뜻함이 잘 어울리는 소고기장조림을 소개합니다!,"['메추리알은 끓는 물에 소금을 1/2큰술 넣고 삶아 주세요. 저 양은 메추리알 두판입니다.', '고기는 핏물을 따로 빼지않고. 끓는물에 바로 고기넣고 삶아 줍니다. 후추나 월계수잎 이런거 안넣고 그대로 따라해보아요~ 젓가락으로 찔러서 핏물이 나오지 않으면 다 삶아 진거예요~', '10분을 식혀 찢어주세요. 더 오래놔두고 식히면 고기가 단단해져서 찢기가 힘듭니다.', '간장 : 물엿 = 1 : 1 이 비율대로 장조림 물을 만듭니다. 일단 메추리알 조릴 간장물을 만들어요. 간장 100ml + 물엿대신 올리고당 100ml에 다진마늘 1큰술을 체에받혀 우려내줍니다. 그럼 더 깔끔한 장조림이 된답니다.', '간장물에 메추리알 먼저 졸이기. 적당히 졸여지면 따로 담아냅니다.', '팬에 오일 살짝 두르고 깨끗히 씻은 꽈리고추를 볶아 줍니다. 꽈리고추가 통통하게 부풀면되요. 꽈리고추가 볶아지면 간장 : 물엿 = 1: 1 비율을 지켜가며 간장 80ml, 올리고당 80ml를 넣어주었답니다.', '거기에 먼저 졸여놓은 메추리알 넣어주고 찢어놓은 소고기 넣고 휘릭휘릭 볶아내주면 끝! 고기는 마지막에 넣고 간장물만 적셔준다 생각하는 맘으로 끝! 너무오래 졸이면 고기가 질겨진다 합니다.']",
167,168,밑반찬,일상,소고기,조림,"최고의 밑반찬 소고기 장조림 만들기
고소한 장조림 버터 비빔밥",https://www.10000recipe.com/recipe/6957377,"3,398",주말은엄마밥                                ,6,90분 이내,아무나,"['소고기', '삶은계란', '마늘', '표고버섯', '양파', '맛술', '진간장', '올리고당', '계란', '버터', '통후추', '대파', '깨', '참기름']","소고기에 삶은 계란, 표고버섯을
넣고 장조림을 만들면 몇일간 맛있는 
밑반찬으로 충분하죠~
짭쪼름한 장조림, 고소한 버터를 넣은
비빔밥은 고소한 맛이 밥 한그릇 뚝딱하게
만드네요~","['소고기는 홍두께살로\n구입했어요.\n물에 30분 정도만 담궈서\n핏물을 빼 주세요.\n너무 오래 담그면 맛없어져요.', '빨리 익고 간이 잘 배어들게\n썰어주세요.', '소고기, 양파1개, 마늘1/3컵,\n통후추를 넣고 재료가 \n잠길 정도로 물을 붓고\n센불로 끓이다가 끓기 \n시작하면 약불로 줄여서\n계속 끓여주세요.\n(약30-40분)', '소고기가 말랑해지면\n끓인 육수를 채에\n걸러주세요.', '삶은 고기를 냄비에 담고\n고기 삶은 육수를 700ml,\n간장200ml, 올리고당3큰술을\n넣고 약불에서 20분간\n끓여주세요.\n*취향껏 육수.간장의 양을\n조절하세요.', '삶은 계란도 넣고 10분간\n더 끓여주세요.\n*메추리알을 넣으면 모양도\n예쁘고 간도 딱 맞게 배어들어\n더 맛있어요~', '표고버섯은 깨끗이 헹군 후\n기둥은 자르고 다듬어 주세요.\n예쁘게 모양을 넣어 봤어요.', '버섯도 넣고 약불에서\n10분간 더 끓인 후 나머지\n마늘을 통째로 넣고\n2-3분간만 더 끓인 후\n불을 꺼 주세요.', '잠시 식힌 후 손으로\n고기를 결대로 찢어주세요.\n손으로 찟어 놓는게 훨씬\n먹음직스럽죠~', '소고기장조림 완성이에요~', '*장조림버터비빔밥\n후라이팬에 식용유를\n두르고 쫑쫑 썰은\n대파약간을 볶아주세요.', '계란3개에 소금1티스푼을\n넣고 풀어서\n후라이팬에 부어주세요.', '촉촉하게 볶아주세요.', '그릇에 밥을 담고 계란,\n장조림, 버터한조각을\n넣고 장조림국물도 넣으면\n완성이에요~']","['소고기장조림', '계란장조림', '버섯장조림', '장조림', '홍두께살', '장조림밥', '버터비빔밥', '소고기밑반찬', '고기밑반찬']"
168,169,밑반찬,일상,소고기,조림,쇠고기 장조림 만들기,https://www.10000recipe.com/recipe/1850302,"76,463",으나                                ,4,60분 이내,초급,"['쇠고기 장조림용', '물', '간장', '설탕', '맛술', '물엿', '통후추', '깐마늘', '청양고추', '대파']",최고의 도시락 반찬 쇠고기장조림 만들기입니다.,"['먼저 소고기는 장조림용으로 준비하셔서 5cm 정도 크기로 썰어준뒤 찬물에 담궈 1시간정도 핏물을 빼줍니다. 핏물뺀 고기는 물3컵을 넣어 삶아줍니다. 센불에 끓이다가 불을 줄여 충분히 익혀줍니다. 약 40분정도 삶으면 익을꺼예요. 물이 2/3정도 남도록 줄어들면 거의 다 익었다고 보시면 됩니다. 젓가락으로 찔러봤을때 핏물이 나오지않으면 익은거랍니다.', '물이 2/3정도 남으면 (즉 3컵에서 2컵정도로 줄어들면) 조림장을 넣어줍니다. 고기부터 익힌뒤 간장양념을 넣어야 장조림이 딱딱하지않고 맛있답니다. 고기 익힌 물 그대로 한방울도 버리지말고 그냥 그대로 조림장 넣어줍니다.', '간장 8큰술, 설탕 2큰술, 맛술 2큰술, 물엿 1큰술, 통후추있음 쪼매 넣어주고 (저는 없어서 그냥 후추뿌려줬답니다) 깐마늘 5개 넣고 대파 1/3대 넣고 청양고추2개정도 넣어주고 조려줍니다.', '조림장이 자작하게 남도록 조려들면 완성입니다. 청양고추와 대파는 건져내고 마늘은 그냥 먹어도 맛나네요. 사진처럼 조림장이 좀 넉넉히 남도록 조려주세요. 넘 바짝 졸여들면 짜고 먹을때도 별루예요. 조림장이 촉촉하게 남아있어야 더 맛나요.']",
169,170,밑반찬,일상,소고기,조림,국민반찬 메추리알 소고기장조림~*,https://www.10000recipe.com/recipe/6928409,"8,261",밥차리라                                ,6,30분 이내,아무나,"['소고기', '메추리알', '청양초', '양파', '대파', '후추', '맛술', '소금', '식초', '간장', '올리고당', '맛술', '고기삶은물']",메추리알 장조림,"['소금,식초 넣고 메추리알 10분정도 삶아주세요\n다 삶은 메추리알은 찬물에 잠시 담궈놓았다가 껍질을 벗겨 준비합니다', '양파,대파,맛술1,후추톡톡 \n넣고 소고기 삶아 결따라 \n찢어 준비해 주세요\n이때 소고기 삶은 물은 버리지 않아요', '준비한 메추리알,소고기,청양초 넣고 메추리알이 잠길정도로 고기 삶은 물을 부어줍니다\n양념은 간장5큰술\n올리고당3큰술\n맛술1 넣고', '자작하게 조려 완성한다']","['밥반찬', '메추리알', '장조림', '소고기장조림']"
170,171,밑반찬,일상,소고기,조림,밥도둑 소고기장조림,https://www.10000recipe.com/recipe/6939838,"5,369",뭉크네                                ,4,30분 이내,초급,"['소고기', '메추리알', '간장', '물', '생강', '맛술', '설탕', '매실청', '월계수잎', '소주', '후추', '통깨']",여름철 덥기도 하고 마땅한 밥반찬이 없어서 만들어 보았어요.,"['1,소고기 500g ,그리고 메추리알과 재료를 준비합니다.', '2,고기는 흐르는물에 한번빨리 세척해서 물기를 제거하고 3등분해줍니다.', '3, 간장 1컵에 물 500ml를 희석해서\n가스 불을 중불에 처움에 놓습니다', '4,소고기를 넣고 생강도 함께 넣어줍니다.', '5, 맛술도 넣어주고요.', '6, 소주랑 월계수잎 그리고 설탕과 매실청도 넣어줍니다.\n이제 불을 약으로 줄이고 25분간 푹 끓여서 고기가 완전히 잘익어서 잘 찢어지도록 푹 끓여줍니다.', '7, 25분가량 푹 끓이고나면 이제 통후추를 넣고 요', '8,메추리알을 넣어줍니다 기호에 따라 청양고추 1개정도 넣어주면 맛이 개운해요\n메추리알을 넣고 3분가량 더졸여준후 불을 꺼줍니다.\n이제 장조림을 완전히 식혀줍니다.']","['소고기장조림', '메추리알장조림', '장조림', '소고기장조림레시피', '밥반찬', '밑반찬', '밥도둑.']"
171,172,밑반찬,일상,소고기,조림,소고기장조림 황금레시피 살짝 매콤하게,https://www.10000recipe.com/recipe/6864689,"9,070",혀니ㅋ                                ,2,30분 이내,아무나,"['계란', '장조림용소고기', '소금', '청양고추', '통마늘', '진간장', '국간장', '설탕', '올리고당', '물']",,"['먼저 소금을 넣고 계란을 삶아줍니다15분~20분정도 삶은후 껍질을 벗겨서 준비!', '냄비에 고기와 물을 잠길정도로 넣고혹시모를 잡내를 위해 월계수잎과 후추.소주를 넣어 삶아주었어요(없는재료는 생략가능)센불로 삶다가 끓기시작하면 중불에서 20분정도 삶아주시는데요20분후 젓가락으로 고기를 찔러보고 핏물이 안나오면 다 삶아졌으니 그때 건져주심 될것 같아요 (핏물나오면 더 삶아주기)', '핏물이 안나올정도로 잘 삶아져서 건져내고좀 식힌후 먹기좋게 잘라주었어요손으로 찢어도 되고 썰어도되고 개인취향대로~', '이제 계란과 고기를 모두 조릴차례인데요냄비에 분량의 양념, 그리고 물을 넣고통마늘을 넣어 같이 끓여줍니다 (통마늘 / 진간장 8스푼 / 국간장 4스푼설탕 3스푼 / 올리고당 3스푼 / 물 3컵)', '설탕이 잘 녹을수 있도록 휘휘 젓다가간장이 끓기 시작하면 삶은계란을 먼저 넣어 고루고루 간장이 베이게 저어주며 끓여줍니다', '계란에 색깔이 어느정도 베이기 시작하면썰어서 준비해뒀던 장조림고기를 넣어 잘 저으며 끓여주시고,', '청양고추를 듬뿍 넣어 간장이 졸여질때까지 푹~ 끓여주면 되요청양고추가 없으시면 꽈리고추도 가능하지만매콤하게 드시려면 청양고추 추천해요! 매운맛이 아니라 매콤해서 아주 맛있답니다^^']","['계란', '장조림', '소고기장조림', '계란장조림', '밑반찬', '아기반찬', '아이반찬', '어른반찬', '간단한반찬']"
172,173,밑반찬,일상,소고기,조림,소고기장조림,https://www.10000recipe.com/recipe/6830624,"23,800",줌마요리                                ,4,90분 이내,중급,"['소고기', '달걀', '알감자', '청양고추', '간장', '물엿', '마늘']",한 여름 더위에 지쳐 입맛 없을 때 만들어 놓으면 밥반찬 걱정없게 만드는 소고기 장조림! 계란도 넣고 감자도 넣고 같이 졸여주면 입맛 돋구는데 좋아요~,"['소고기는 10분정도 찬물에 담가서 핏물을 빼줍니다.', '고기가 잠길 정도로 물을 넉넉하게 붓고 끓으면 중불에 30분정도 삶아줍니다. 나중에 소고기 육수를 그대로 사용할거니까 물을 넉넉하게 넣고 삶아주세요,', '소고기 삶을때 옆에서 감자랑 계란도 같이 삶아줍니다.', '소고기가 다 삶아지면 쭉쭉 찢어 주거나 칼로 썰어 주세요.', '감자도 껍질 벗겨두구요.', '계란도 껍질 벗겨두구요.', '간장이랑 물엿을 1:1로 섞어서 양념을 만듭니다. 좀 더 짜게 먹고 싶으면 양을 더 늘려주면 돼요~', '청양고추도 두어개 썰어주구요, 꽈리고추가 있으면 넣어주면 더 맛나요~^^', '소고기 삶은 물에 소고기랑 감자랑 계란이랑 간장 양념을 모두 붓고 끓이다가 마늘도 한숟갈 넣고 끓여주세요~ 혹시 소고기육수에 재료가 다 잠기지 않으면 재료가 다 잠기도록 물을 좀 넣어주세요!', '한 10분정도 중불에 졸여주면 먹기 딱 알맞게 졸여집니다.국물도 맛나구요^^']",
173,174,밑반찬,일상,소고기,조림,"【국거리 소고기로 간단하게 ""소고기무장조림"" 만들기】",https://www.10000recipe.com/recipe/6872060,"22,693",조밍키♥                                ,4,30분 이내,아무나,"['소고기', '중간무                                                                                    1/3개', '꽈리고추', '마늘', '진간장', '맛술', '설탕', '물엿', '후추']","장조림 하나 해두면 완전 든든하죠~
그치만 요즘 더워도 너무 덥고 흐린날은 꿉꿉하고. . 불앞에 서있기 힘들어요ㅠ 
그래서 꼼수부려 국거리 소고기로 간단하게 장조림을 만들어 봤어요 :-)","['국거리소고기 130g이에요~원하시는 만큼 준비해서 핏물을 빼주세요~~', '중간짜리 무1/3개를 가로,세로 1.5센티 정도 되게 작게 깍둑썰어 주세요~\n(크게 썰면 조리시간이 많이 걸리니 무르지 않을 정도로만 작게 썰어 주세요^~^)', '핏물뺀 소고기는 끓는물에 넣고 불순물과 기름기 제거를 위해서 30초 정도 데쳤다가 차가운 물에 씻어 주세요^^', '큰궁중팬에 무를 넣고 물은 무가 잠길만큼 넣어 3분이상 끓여 주세요~', '그사이 꽈리고추 6개,마늘 7쪽 썰어 주시구요~', '무를 3분이상 끓인뒤 씻은 소고기를 넣고', '진간장 7스푼, 설탕2스푼,맛술3스푼,편썰은 마늘을 넣어 중불로 계속 조려 주세요~', '그다음 후추 3번톡톡,물엿3스푼 넣어서', '반정도 국물이 조려 졌을때 꽈리고추를 넣어 주시구요~', '요렇게 국물이 자박하게 남을때 까지 조려 주시면 되셔요^^', '불을 끄고 5분정도 그대로 두시면 식으면서 무가 국물을 흡수해요^^', '요렇게 간단 하게 장조림 완성 이에요^~^ 초벌로 향신료랑 오래 끓일 필요없고 일일이 찢을 필요없이 꼼수부려서 만든 거지만\n그맛은 단짠 밥도둑 입니다~ㅎㅎ\n닭가슴살 장조림 ☞ @6869722']","['인기반찬', '장조림', '소고기장조림', '인기메뉴', '밑반찬', '간단', '초간단', '오늘뭐먹지', '밥도둑', '저녁메뉴', '저녁반찬', '간단반찬']"
174,175,밑반찬,일상,소고기,조림,소고기 장조림 - 콩나물 국밥과의 절묘한 조화 그리고 진정한 밥도둑 ,https://www.10000recipe.com/recipe/6953399,"1,578",Lime앤Thyme라앤타                                ,4,90분 이내,아무나,"['소고기안심', '물', '생강 편', '월계수 잎', '파뿌리', '양파 작은 것', '통후추', '통 마늘', '진간장', '설탕', '꿀', '청주']","내가 콩나물 국밥을 만들 때 집착적으로 꼭 있어야 하는 아이템이 하나 있는데 그것은 소고기 장조림이다.

이 소고기 장조림은 단순한 조리법의 콩나물 국밥에 땡초 한 개와 함께 신의 한 수로 작용하곤 한다.

​

평소라면 트리플 에이 등급의 소고기 안심으로 얼른 끓여 뜨끈한 장조림을 만들어 먹인다. 아들랭이가 입맛도 까다롭고 차가운 음식을 잘 먹지 않는 까닭이다.

​

그러나 이 콩나물 국밥만큼은 결대로 찢어지는 이 정통식(?) 장조림을 고집하고 싶다. 왠지 그게 어울리는 것 같으니 좀 이상한 집착인가 싶기는 하지만... 그래서 시간은 좀 걸리지만 오랜만에 결대로 찢어지는 장조림을 집착적인 자세로 만들어 본다.


장조림의 활약, 콩나물 국밥 만들러 가기  @6953426","['분량의 물에 국물 재료들을 넣고 끓여 줍니다.', '끓어 오르면 고기를 넣고 물의 양이 반 정도 졸아 들때까지 다시 중불로 끓여 주어요.', '중간 중간 많이 생기는 거품은 걷어 주세요.', '졸이는 동안 간장 양념을 만들어 줘요.', '30분 정도 끓여 물의 양이 반(약 2컵 분량)으로 줄어들면', '국물 재료를 모두 건지거나 체에 받혀 건더기를 빼 주어요.', '국물에 고기만 넣고 간장 양념을 넣어', '중불로 끓여 국물을 다시 반(약 1컵 분량)으로 졸여 주어요.', '살짝 식힌 후 결대로 찢어 줍니다.']","['소고기장조림', '장조림', '소고기등심', '밑반찬', '밥도둑', '자취생요리', '혼밥', '홈밥']"
175,176,밑반찬,일상,소고기,조림,소고기계란장조림 밥반찬으로 이만한게 없지,https://www.10000recipe.com/recipe/6937463,"5,239",윤수학                                ,4,120분 이내,초급,"['아롱사태', '계란', '굵은소금', '파', '통마늘', '후추', '양파', '맛술', '간장', '설탕']","요즘 요리가 너무너무 즐거운 꽃줌마는 이번주 수술을 앞둔 신랑이 죽만 먹어야해서 뭘할까 반찬은 뭐가좋을까 고민하다가 소고기장조림을 해줘야겠다 싶었어요

어린이반찬으로도 좋고 같이 먹기 좋잖아요

메추리알로 할까 하다가

집에 계란이 많아서 계란삶아 소고기계란장조림 밤새 끓여 부드럽게 조렸더니 다들 잘먹네요

소고기 부드럽게 조려서 단짠하게 만드니까

죽반찬으로

밥반찬으로 소고기장조림만한게 없네요

정성가득

그러나 쉽게 만들어

오래오래 두고 먹기도 좋은 소고기계란장조림

달큰하게 조려서 쟁여둡시다

꽈리고추를 아이가 먹을거라서 뺏긴 했지만

그래도 맛나네요 :)

정성가득 소고기계란장조림 레시피

지금부터 시작해볼게요!!","['계란부터 삶아주세요\n계란은 소금 굵은거 한줌 털어넣고 푹 삶아주세요\n삶아줄때는 가끔 굴려주셔야 노른자가 중간으로 간답니다\n삶은 계란은 찬물에 충분히 식힌후에\n예쁘게 까서 물기 제거후 대기!\n계란이나\n메추리알이나 이것저것\n형편껏 냉장고 사정에 맞춰서 사용하시면 됩니다', '아롱사태 600g 사왔어요\n장조림용 고기로 아롱사태 좋지요\n아무래도 완전 살코기는 아니더라구요 ㅎㅎ\n군데군데 꼬들살도 붙어있고\n장조림 해두니까 아버님이 좋아하시네요\n꼬들살은 우리 아버님이 좋아하시는 식감이라서요\n장조림용 고기 끊어오시면 됩니다\n그런 후에\n찬물에 담궈서 한시간이상 핏물을 제거해주세요\n그래야 깔끔하게 장조림이 된답니다\n누린내도 없구요', '냄비에 물을 4컵~5컵정도 부으세요\n그런다음 파와 마늘과 양파를 넣고 끓여주세요', '그런다음 핏물을 제거한 아롱사태를넣고 푹푹 끓여주세요\n통후추가 없어서 그냥 후추 사용했구요\n맛술 2T정도 부어서 잡내를 잡아주었어요\n불순물은 떠내가면서\n푹~ 삶아주시면 됩니다\n아무래도 장조림용 고기는 질긴편이라 찢기 편하시려면\n한시간정도 삶아주시면 좋습니다!', '삶아진 아롱사태는 건져서 식혀주시고\n식은 아롱사태 장조림용 고기는\n먹기 좋은 크기로 찢어주세요\n생각보다 살코기만 있는게 아니라서\n찢는데 왜이렇게 꼬들꼬들해 ㅋㅋㅋㅋㅋ\n손목 나갈뻔 했어요 ㅋㅋㅋ\n푹삶아주세요\n한시간 이상', '남은 물은 버리지 말아주세요\n채에 걸러 파,마늘, 양파는 걸러주시고 찌끄러기는 걸러내시는게 좋은데요~ 전 그냥 귀찮아서 큰 덩어리들만 건져냈어요', '고기 삶았던 물에 4컵 부어서 고기 삶고 더이상 물은 추가 안하고 거기에 바로 간을 해줬어요\n국자라고 쓰여있는데 국자는 아니고\n저것을 볶음용국자라고 하지요\n볶음용국자에 2T 넣어주고 설탕은 2/3T정도?\n적당히 슴슴하니 달큰하니 좋더라구요\n간은 입맛에 맞게 조절하시면 되구요', '그런다음 찢어놓은 고기를 넣고\n계란도 넣으시고\n자글자글 오랫동안 30분이상 조려주세요\n양념이 쏘옥 베도록\n아무래도 슴슴하게 아이도 먹을거라 조금 조렸네요\n밥반찬으로 딱 좋아요\n밥도둑이 따로 없지요 :)']",['소고기장조림 #장조림 #소고기계란장조림 #계란장조림 #소고기장조림레시피 #소고기장조림만들기 #소고기장조림만드는법 #소고기장조림만드는방법 #소고기장조림황금레시피 #소고기계란장조림하는법 #밥반찬 #반찬 #집밥 #반찬만들기 #여름반찬 #장조림만들기 #장조림하는법 #장조림만드는법 #장조림하기 #장조림레시피 #아이반찬 #유아반찬 #아이반찬만들기 #죽 #죽반찬']
176,177,밑반찬,일상,소고기,조림,소고기장조림 만드는법 맛있고 든든한 반찬,https://www.10000recipe.com/recipe/6946598,"3,510",요리쿡조리쿡                                ,6,90분 이내,초급,"['소고기 홍두깨살', '메추리알', '물', '다시마', '국멸치팩                                                                                    1개', '간장', '액젓', '올리고당', '청주', '생강가루']","날씨가 쌀쌀해지면서 은근 움추려 들면서 움직이고 싶지 않기도 하는데요, 그래도 기운차게 움직여 보는 요즘 입니다. 며칠전에 아이들이 모처럼 장조림 타령을 해서 마트 횡허니 다녀와서 국물 자박하게 소고기장조림 만들기 로 한끼 반찬 맛있게 만들어 봤답니다. 도시락반찬으로도 좋은 담백한 소고기반찬으로 언제 먹어도 질리지 않고 맛이 좋은 장조림 같아요.","['물 1.5리터를 붓고 다시마와 국멸치팩을 넣어 줍니다.', '소고기 홍두깨살, 생강가루 0.5큰술,청주 3큰술을 넣고 끓여 줍니다.', '센불에서 끓이다가 중불로 줄여 끓여줍니다.', '고기가 2/3 정도 익으면 약불로 줄여 끓이다가 젓가락으로 고기를 찔러봐서 푹 들어가면 불을 끄고 고기를 건져 줍니다.', '너무 뜨거우니 좀 식혀서 먹기좋게 쪽쪽 찢어 줍니다.', '냄비에 찢은 고기와 메추리알을 넣고 간장 3큰술과 액젓 3큰술을 넣고 끓여 줍니다. 간은 기호에 따라 가감해서 넣어 줍니다.', '국물이 자박자박하게 다 끓여지면 청양고추나 청고추를 넣어 한소끔 더 끓여준 후 불을 꺼 줍니다.']","['소고기장조림', '쇠고기장조림', '장조림', '고기반찬']"
177,178,밑반찬,일상,소고기,조림,짭쪼름 맛있는 밑반찬 소고기장조림,https://www.10000recipe.com/recipe/6600653,"34,696",미니유니                                ,,,,"['쇠고기', '메추리알', '대파', '양파', '통마늘', '다시마', '통후추', '맛술', '청양고추(or태국고추)', '간장(육수+조림물)', '설탕', '올리고당']",남녀노소 모두가 좋아하는 밑반찬 소고기장조림을 만들게 되었답니다,"['소고기는 찬물에 담가 핏물을 빼주세요 한 30분~1시간 정도~', '불에 2개의 냄비에 준비한 소고기의 양이 잠길 만큼의 물을 냄비에 부어 끓이는데 한 냄비에는 조림물을 만들거니까 대파, 양파, 통마늘, 맛술, 통후추를 넣고 육수의 맛이 우러나도록 푹 끓입니다.', '다른 냄비는 그냥 찬물만 끓여주세요. 소고기를 한번 데치기만 할거에요. 한번 데치는 이유는 소고기가 촉촉하고 짜지않게 만들기 위해서인데 그냥 끓는 물에 10초 정도 삶아주어 고기가 회색빛이 될 때 건지면\n겉을 살짝 데쳤기 때문에 육즙이 빠지지않아 촉촉하고 맛있는 장조림이 되는거에요.', '육수가 푹 끓었으면 육수재료를 건져내고 간장양념을 해요 장조림이니까 간장과 설탕이 들어가야겠죠? 간장과 설탕을 넣은 다음 설탕이 완전히 녹을 때까지 끓였다가 소고기를 넣어 푹 끓여주세요. 젓가락을 찔러 푹 들어가면 소고기가 다 익은거에요.', '조림물도 많이 줄었고 소고기의 색도 맛있게 검은 색으로 변했어요. 조금씩 소고기장조림의 형태가 되어가고 있네요 ㅎㅎ 육수낼 때 깔끔하라고 넣었던 태국고추 프리키누를 넣었더니 고추씨가 듬성듬성.. ㅎㅎ', '소고기가 다 익었음 건져서 식힌 다음 결대로 찢어줍니다.', '소고기를 식혀 찢는 동안 메추리알을 넣어 졸여주세요. 까만색이 나도록~ 그리고 찢은 소고기를 넣고 올리고당을 넣은 다음 잠시 더 조린 뒤 마무리 하시면 됩니다. 올리고당을 미리 넣으면 소고기가 질겨져요 그러니까 꼭 제일 마지막에 넣어 윤기만 내게 해 주세요~~', '맛있게 조려진 소고기장조림이에요~ 밥도둑이 따로없는~~~']",
178,179,밑반찬,일상,소고기,조림,"계란 장조림 만들기 
쉬운 레시피


",https://www.10000recipe.com/recipe/6961101,"3,442",함박꽃                                ,4,30분 이내,아무나,"['소고기양지살', '계란', '소금', '간장', '물', '생강청', '소주', '후추', '올리고당', '꿀 마늘청']","생일상에 미역국도 끓일겸 양지살 구입 했어요
조금 남은 고기로 계란 장조림을 간편 레시피로 얼른 만들어 봤어요
짜지않게 만들어요","['계란 7개삶아 6개만 넣었어요\n소금 1/2술 넣어 10분간 삶아 껍질을 분리해요\n계란이 작아 금방 삶아지네요', '고기는 양지살로 준비했는데 \n조금 질긴 부위네요\n핏물이 보인다면 키친 타월로 꼭꼭눌러서 핏물제거 해줘요', '고기가 많지않아 첨부터 고기를 넣어 줬어요\n간장 반컵에 물 500미리 넣었다가 조리면서 200미리 추가 하구요', '맛술 1큰술 소주3큰술 후추 생강청1술 넣어 조려 줍니다', '거품도 걷어가며 고기를 30분정도 익혀주고 어느정도 찢어질 정도로 익으면 건져서 식혀요', '고기를 건져놓은 간장에 껍질 벗겨놓은 계란을 퐁당 넣어 줘요\n이때에 물엿 2술정도 넣어줍니다', '바글바글 끓이면서 조려요\n들기름이나 식용유를 2술넣어 졸여요', '진간장이 흐려 진한 색을 내고 싶을때에는 커피가루 좋아요\n아님 홍삼진액이나\n저는 꿀마늘 진액이 있어 조금 넣었어요', '건져놓은 고기가 식었으면 쭉쭉 찢어 함께 섞어줘요\n참기름 한방울 떨어트려도 좋구요']",
