,index,닉네임,작성날짜,작성시간,별점,내용
1836,6283,체리발루,2017-03-05,23:39:17,5,오늘 맛나게 해먹었어요~^^
1837,6283,알알,2017-03-31,20:18:56,5,넘 맛있게 잘됬어용!
1838,6284,디어0905,2018-05-16,15:07:41,5,맛있었어요! 자취초보한테 요리에 흥미를 주셨네요 ㅋㅋ
1839,6284,이옥미,2017-04-19,10:28:06,5,넘맛나게 해서먹었어요~^^짱!!
1840,6284,종지기,2018-07-02,09:16:03,4,감사합니다~~~맛술이 없었지만 그래도 만족해요
1841,6284,샤론의 꽃,2017-01-10,19:39:00,4,간단하고 맛있어요~~~^^
1842,6285,미스라벤더,2017-07-06,10:30:11,5,알려주신 방법대로 하니 넘 맛나게 잘되었네요 좋은 레시피 감사합니다
1843,6285,주연민정맘,2017-06-01,20:08:05,5,"쉽게 만들수있어 좋았고
감칠맛 나는 맛난 반찬 강추요~~"
1844,6285,승준할미,2017-07-11,11:37:51,5,맛있어요 마지막에 올리고당을 살짝 가미 했어요
1845,6285,mildeye,2019-11-19,08:53:23,5,맛있게 잘 되었습니다. 감사합니다.
1846,6285,스~~~,2017-03-05,13:36:22,5,짜지도않고 감칠맛 짱
1847,6285,자두5333,2018-07-17,01:19:22,5,맛있네요 !
1848,6285,김지호~~♡,2017-03-03,20:54:18,4,"매번 할때마다 고민이 되는 요리인데
똑같이 해 봤어요
근데 정말 맛나게 됐네요

저는 조금 덜 졸였네요 ^^"
1849,6285,텃밭에서,2017-11-08,18:39:52,4,맛있는 메추리알새송이조림 강사해요
1850,6286,최련,2022-08-09,19:01:57,5,안녕하세요~~제가 두번째로 계란장조림 만들어보았어요 맛있고 다시 만들어 먹고 싶은 걸요. 취미로 요리하니까 재밌었습니다. 이 레시피 대로 만드니까 너무 쉬웠습니다. 감사합니다.
1851,6286,또혜,2019-02-28,00:53:48,5,"안녕하세요~재가 장조림을 좋아해서 만들어먹었습니다~너무 맛있어용
재가 초등학교 다니는데요 초등학생이 많들기에도 좋은거 같습니다~조은 레시피 주셔서 감사합니다."
1852,6286,도현소현맘,2020-06-30,08:43:28,5,"맛있게 되었어요^^
계란색이 틀리죠...
친정엄마가 주신계란인데 알고보니..
구운계란이... 덜덜덜
저는 마지막에 후추조금넣었어요^^"
1853,6286,방예찬,2019-02-24,21:02:02,5,와이프와 딸이 맛있다고하네요 감사합니다
1854,6286,망고3,2019-02-25,20:57:42,5,청양고추에 매콤함이 최고네요~~
1855,6287,행복평화,2017-01-14,22:04:58,5,"간단하면서도 맛있었어요~^^
저는 간장을 양조간장과 집간장을 섞어넣으니 더 맛났어요"
1856,6287,샌프랑,2022-04-07,20:01:01,5,편마늘이랑 생강가루 넣으니 비린맛도 잡아주고 너무 좋네요^^ 맛있게 먹었어요~
1857,6287,율리아맘,2017-02-16,16:03:08,5,"쉽고 간단해서 오늘도 아이반찬으로 만들었습니다~^^
감사히 잘 배우고 갑니다♡♡"
1858,6287,태히힝이이이,2018-06-01,19:15:31,5,기존에잇던장조림 간장과같이끓엿어요~비율부분을좀수정해주셧음해요 처음하는요린데계량부분에서 물은한컵쓰시고 간장5 이러니까 간장을5컵써서 망했어요!
1859,6287,다인수인맘,2017-03-18,16:48:31,5,"쉬워서 아이 반찬으로 만들었어요. 
말린 표고버섯도 넣엄버 했더니 색감도 좋더라구요"
1860,6287,사랑해 동규연수 엄마가마니마니,2016-12-28,22:02:02,5,맛있게 잘만들었어요 짜지두않고 국물은진하고 아이들두 맛있다고 잘먹어요
1861,6287,채원♡한방마미,2016-12-26,21:32:05,5,"항상 보고 따라하고있어요ㅋ
맛술 편마늘 생강가루대신
소주ㅋㅋ마늘다진거 넣고하는데도 맛있어요 강하지않아좋아요ㅋㅋ"
1862,6287,M윤선마미,2017-05-04,17:27:40,5,"아이가 밥한공기뚝딱!넘맛있다고하네요^^
맛있게 잘먹었습니다~"
1863,6287,sr,2016-12-06,17:28:08,5,맛나고 쉽게 잘 만들었어요^^*
1864,6287,☆오렌지향기☆,2021-11-29,11:11:46,5,쉽게 맛있게 만들었어요~
1865,6287,구경식,2021-10-11,17:52:54,5,맛나요
1866,6287,희성지민맘,2017-03-08,18:15:26,4,아이들이 먹기에 간도 딱 맞고 맛있습니다
1867,6288,자두5333,2018-04-17,23:55:59,5,설탕을 1스푼 더 넣긴했어도 맛있어요!
1868,6289,신사동녀,2019-09-23,20:51:15,5,너무 맛있는 레시피 감사합니당...앞으로 계란장조림은 이 레시피로해야겠네요!!!
1869,6289,뿌잉뿡 뿌잉뿡,2020-05-30,17:54:30,5,"저는 계란 36개를 삶아 졸였는데요,, 레시피 양념양은 4배로 했어요, 저는 살짝 싱거운 것 같아서 멸치액젖 3t를 넣고 꽈리고추를 많이 넣어 졸였더니 정말 맛있었어요. 제가 만든 계란 장조림 중에 짜지 않고 밥에 비벼먹기 딱인 레시피입니다. 앞으로도 쭉~ 잘 만들어 먹을께요~ 감사해요^^"
1870,6289,우디미선,2019-08-08,08:10:27,5,"간편한 레시피로 아주 맛있게 잘 먹었습니다!
엄마한테도 알려드렸어요~~^^감사합니다"
1871,6289,생수님,2019-08-27,18:14:06,5,"간단하고도 맛있는 밑반찬 감사합니다
오늘 저녁은 이걸로 해결하려고요^^"
1872,6289,맛나게 먹고 건강하자,2019-12-22,18:24:41,5,쉽게 따라할수 있어 좋았습니다
1873,6290,루나눈나,2021-02-02,19:21:06,5,장조림 처음헤봤는데 맛있게 잘먹었어요 감사합니다
1874,6290,-내일,2021-01-11,18:35:21,5,맛있게 먹었어요. 감사해요.
1875,6291,yumi4808,2017-11-13,14:05:15,5,메추리알 없어서 그냥 계란 넣어봤는데 간이 잘 안베었네요ㅠㅠ 그래도 어묵은 맛있어요>< 감사합니다~
1876,6291,Jewis20,2018-04-19,17:12:05,5,정말 맛있습니다. 양념장 만들어서 먼저 한 번 맛보고서 이건 맛 없을 수 없겠다.. 바로 감이 오더라구요~ 훌륭한 레시피 감사해요!
1877,6291,Yeonha,2015-10-04,15:11:02,5,양을 두배로하여 레시피대로 하였는데 맛있어요;) 감사합니당ㅎㅎ
1878,6291,sso.d.b♡,2019-09-23,22:30:19,5,아.. 이렇게 쉽게 반찬할수있게 해주셔서 정말 감사해요^^!!!!
1879,6291,Angelaoh,2018-04-30,23:19:12,5,메추리알을 넣으니 먹기도 좋고 예쁘네요..
1880,6291,연쑤맘,2021-04-04,17:14:04,5,두가지를 같이 하니 맛도 좋고 편하네요^^
1881,6291,엘리자벳트,2019-11-26,01:32:04,5,달달짭짭하게 맛있게 잘 먹었어요
1882,6291,영빈지원♡,2016-01-16,20:02:18,5,해봤는데 맛있어요!
1883,6291,냐옹,2017-04-06,22:23:23,4,역시나 맛있어요^^ 오늘 2번째 해먹었어요~~ 신랑도 너무 좋아해서 자주 먹을듯 해요
1884,6291,kkangmi,2019-06-01,23:00:53,4,"저녁에 후다닥 만드느라 몇가지 재료가 없어 안넣고 했는데
양치를 해서 맛을 못봤지만 냄새만으로도 맛난 느낌이 충분히 들어요.
간단한 레시피에 비해 비주얼이 넘 좋고 영양도 좋아서 짱이에요
감사합니다"
1885,6291,양초딩,2020-05-01,00:38:05,4,짭짤하니 맛있어요
1886,6292,성현지은,2019-01-12,12:32:36,5,장조림 너무 맜있어요^^ 달걀이 터져서 노른자가 나왔네요 ㅋ 무엇보다 간단해서 넘. 편히 해먹었답니다^^ 감사해요 ㅎㅎ
1887,6292,음식이조하,2019-01-12,12:43:25,5,벼루고 벼루던 장조림 드디어 해먹었어요~ 소고기도 넣으니 맛있어요 전 메추리알로 해봤는데 한입에 쏙 들어가서 간편하고 좋네요 ^^ 정말 맛있어요 ㅎㅎ
1888,6293,지현도현맘S2,2019-04-05,07:00:43,5,"진짜 맛있게 되네요^ ^
신랑이 직접 만든거냐며 칭찬했어용ㅋ""
감사합니당♡

애기 간식만들고 남은 소고기를 쪼~금 넣었더니
보기나 맛이 더 괜찮은거 같더라구요ㅎ
담엔 좀 많이 넣어야겠어용ㅋ"""
1889,6293,물총공주,2019-06-14,18:37:13,5,"전 다 졸여지기전에 맛보았는데 좀 싱겁다는 생각이 들어서 소금 조금 넣었어요.
저희집이 쫌 짜게 먹나봐요.
맛있었어요. 간단하구 딱 좋아요^^"
1890,6294,chocosongi,2017-02-25,17:08:12,5,싱겁고 매운거 좋아해서 물 조금 더 넣고 청양고추 네개 넣었어요 ㅎㅎ 덕분에 맛있게 잘 만들어 먹었습니다. 감사해요!
1891,6294,밥심☺,2017-10-10,20:00:30,5,덕분에 맛있는 메추리알장조림을 간단하게 만들었네요! 고맙습니다!
1892,6294,lifegoeson,2017-06-27,11:30:01,5,간단하게 잘 만들었어요! 쉽고 간단한 레시피 감사합니다 ^^
1893,6294,건녀돌이,2015-07-04,08:15:21,5,이 레시피로 매번 해먹어요 초간단하고 맛있어요
1894,6294,복도리,2017-11-06,18:39:36,5,첨 한거라 미숙하지만 맛나게 잘먹었습니당^^
1895,6294,조개탕12,2020-01-08,19:17:59,5,덕분에 맛있게 잘 해먹었어요
1896,6294,◆복덩맘,2017-06-08,17:52:21,5,맛있어요!^^
1897,6295,^ㅅ^,2017-06-08,11:35:28,5,직접했는데 맛나요~전 물좀더넣고 올리고당한스푼에 설당한스푼넣고 청양고추하나썰어 조렸네요~칼칼하니맛나요^^간단해서좋구요~~
1898,6295,GoongiNam,2015-12-03,09:31:41,3,사 먹는 것보다 하는 재미가~~~
1899,6296,뚱대뽀예삐,2018-08-09,08:34:44,5,손쉽게 따라서 잘 만들었어요. 매운걸 좋아해서 청양고추만 더 많이 넣었는데 칼칼하니 맛있어요
1900,6296,새코미♥달코미,2019-09-01,18:52:34,5,"칼칼하니 맛나네요
좋은레시피 감사합니다^^"
1901,6296,안겔카조,2022-08-27,20:55:25,5,계란 거부하던 딸아이가 두개 순삭^^
1902,6296,박재진이요,2018-11-09,21:23:02,5,대대대대대대대대대만족이예요
1903,6296,초보요리사다다,2018-08-06,17:51:14,5,맛있게 잘되었어요 감사합니다
1904,6296,숨끼,2019-02-08,16:15:19,5,간단한데 정말 맛있어요!!
1905,6296,막냉이때지,2019-01-26,11:33:32,5,너무 맛있어요!!
1906,6296,쓰여니,2018-11-15,20:01:41,5,너무쉬워요~~~
1907,6296,rebekha,2018-04-04,12:02:35,5,맛있어요!!
1908,6296,그린이야기,2018-11-27,22:20:55,4,물을 많이 넣었는지 맛이 싱거워요ㅜㅜ
1909,6296,건강하세요~♡,2019-01-02,19:57:06,4,맛있어요
1910,6297,junguaok,2020-08-15,22:58:41,5,요레시피로.하니 짜지도 않고 너무 좋아요 아이가 너무 좋아하는 반찬이 되었어요 ~♥
1911,6297,엘레강,2022-02-07,19:48:15,5,메추리알장조림 별루 안 좋아했는데 이 레시피로 만들어서는 맛있게 잘 먹고있어요 감사합니다 ^^~
1912,6297,톡갱이,2020-01-06,10:40:20,5,덕분에 아이 반찬으로 맛있게 잘 만들었어요. 감사해요
1913,6298,루아나리,2021-01-18,16:02:24,5,아이가 정말 잘 먹어요!
1914,6299,강빠맘,2019-11-05,11:07:23,5,"이렇게나쉬운것이었다니 감사해요

그런데 올리고당대신 물엿넣어도될까요?
어떤차이가있나요~?^^"
1915,6299,EJ Noh,2020-09-20,20:31:02,5,"만들 줄 몰라서 사먹었었는데...
이렇게 간단한건지 몰랐어요
식구들도 잘 먹네요"
1916,6299,minjuofgod,2020-09-16,08:58:40,5,"간단하면서도 맛있네요
아이들이 잘 먹습니다
감사합니다~~^^"
1917,6299,Rachel Choe,2020-03-26,07:30:31,5,아이가 좋아할 거 같아요^^
1918,6300,국이 넘쳐흘러,2021-04-04,17:12:03,5,메츄리알 장조림 안먹는 아이가 햄이 있으니까 잘먹었어요!
1919,6300,전종식^^*,2021-04-11,17:08:34,5,저는 곤약을 넣었는데 요것도 괜찮네요
1920,6300,°혜리°,2021-03-11,16:17:21,5,스팸대신 집에있던..비엔나로^^;
1921,6300,"뿌까(정환,세환맘)",2022-01-27,18:10:10,5,잘 먹을께요. ^^
1922,6301,지똥수똥이맘,2019-11-01,20:25:43,5,"달걀장조림 넘 쉬운 방법으로 맛있게 했습니다 꽈리고추가 없어서 청양고추 넣고 했더니 좋으네요..
담에도 이 레시피 쭈욱 할거예요..^^"
1923,6301,양갱★,2017-07-04,19:50:05,5,모든가족이 맛있게 먹었어요~~
1924,6301,생수님,2018-08-09,20:02:50,5,맛있게 잘 먹었어요 감사
1925,6301,죽탱이,2016-12-07,16:37:01,5,맛있었어요~~짱 쉽고
1926,6301,kimb****,2018-04-25,15:26:37,4,맛있게 잘 먹었어요
1927,6302,빼뚜아,2018-02-03,13:33:59,5,닭가슴살 장조림은 처음이에요.건강한 먹거리.복숭아청 대신 유자청 넣었어요.잘 먹었어요.~
1928,6302,초이콩,2020-11-27,07:51:48,5,닭가슴살 복숭아청(물엿) 어느정도 넣어야하는지 안나오네요 자세한 레시피였으면 좋겠어요 완전초보들한텐 어려워요
1929,6302,요리왕워킹맘,2016-01-24,19:46:08,5,"요리도 간편하고 맛도 짱이에요^^
감사해요ㅎㅎ"
1930,6302,남군서,2015-10-20,13:01:50,5,저는 표고버섯도 넣어봤어요~~맛있네요~^^
1931,6302,주주짱5,2020-06-30,07:10:24,5,부러워요 맛있게 건강하게 먹겠어요
1932,6302,승2맘,2016-04-09,14:41:58,4,아들래미가 계속 해달라해서 저도 닭고기 넣고 해봤네요~ 깨가 없어 못뿌려서 아숩네요^^
1933,6303,-시우,2021-02-05,07:52:48,5,"청양초대신꽈리고추로했어요매운걸싫어해서 ㅎㅎ
감사합니당"
1934,6303,aldud6611@navet.com,2021-02-07,23:17:35,5,양념이 아주 적당했어요. 메추리알 두팩하니 때 맞네요.^^
1935,6303,주원소은맘(현정),2021-02-02,17:35:58,5,저녁반찬으로 햇어요~^^
1936,6304,걷는여행,2019-04-15,12:35:22,4,맛있게 잘 나왔어요. 다시마육수는 없어 참치액을 조금 넣었습니다
1937,6305,두현맘ᆢ [희수기],2019-11-06,15:18:45,5,마늘이 없어 청양고추 씨빼고 함께 했네요.. 맛나요..
1938,6306,나금씨,2021-04-23,17:09:01,5,양조 간장이 없어서 홍게간장 사용했더니 색이 별로긴 하지만 그래도 맛있어요 :)
1939,6307,whdkfk****,2016-07-13,14:46:03,5,정말 ..맛나요감사합니다. 주부20년차데요. 일한다고 시간이없어..ㅠㅠ실패했는데오늘성공했어요. 잘먹겠읍니다
1940,6307,진한문수맘,2016-08-20,21:36:51,5,레시피대로 따라하니 아이들 입맛에 딱이네요. 장조림할때마다 이 레시피대로 하고 있습니다. 맛난 레시피 감사합니다~^^
1941,6307,akko****,2016-08-14,11:51:04,5,통후추가 없어서 월계수잎을 넣고 조림했어요. 정말 맛있네요~^^
1942,6307,으나씨,2017-06-06,20:07:32,5,"잘만들었습니다.
조금짠것같은데 밥반찬이라 괜찮아요~~ㅎ"
1943,6307,보루맘,2017-01-09,15:24:37,5,맛있네요~^^ 피클링스파이스 조금만.넣어도 괜찮네요^^
1944,6307,바다나라,2016-08-28,20:49:26,5,아주 맛나게 잘 먹었어요.감사드립니다
1945,6307,둥이엄마 좋아라,2016-11-24,20:53:06,5,"맛있었어요.
!!!"
1946,6307,이송희,2018-10-11,18:37:07,5,넘^^맛나요
1947,6307,litta,2016-08-21,13:25:58,2,양념이 반으로 줄때까지 기다리다보니 너무 짜졌어요 ㅠㅠ 통마늘은 형체를 알아볼수없고... ㅠㅠ 10분 정도만 쫄일껄그랬나봐요 ㅠㅠ
1948,6308,유정~쓰,2021-01-14,16:12:17,5,"저는 메추리알 1kg 양념은 2배로 했거든요~
곤약도 넣고... 청양고추도 넣고... 너무 맛있어요^^
잘먹을께여~"
1949,6308,심여사 화이팅~♡,2021-01-07,19:12:09,5,"아이들이 먹을꺼라
고추는빼고 통마늘만넣었어요.
맛있어요."
1950,6309,방배동쥴리,2020-09-18,16:39:32,5,"너무 짭니다
이대로 하시면 클나요
마이짜요ㅠㅠ"
1951,6309,leeme****,2020-09-26,19:00:58,4,맛있어요^^ 시중에파는삶아나오는메추리알 1kg짜리는 이레피양들을 2배씩넣었어요 그러니 맛있네요 알이 30개의두배라서요 ㅎㅎ
1952,6310,유치맘,2018-04-18,11:18:25,5,바쁜 아침 레시피대로 맛있게 만들어 차려놓고 출근했네요 감사합니다
1953,6310,맛있는요리^^,2018-02-06,18:07:12,5,"간편하고 맛있게 요리가 완성되었네요
아주 굿이에요~^^"
1954,6310,소여니3,2018-04-21,23:13:21,5,도시락 반찬으로 좋네요
1955,6310,이유준맘,2018-02-01,07:08:46,5,맛있어요 감사합니다
1956,6310,subi4728,2018-07-29,20:52:09,4,간편하게 잘 해먹었습니다
1957,6311,똘이넹,2020-04-20,21:48:58,5,정말 간단한데 너무 맛있어요 비율 응용해서 돼지고기 장조림도 도전해봐야겠어요
1958,6311,나경25,2019-08-22,18:14:40,5,아이 반찬이라 꽈리고추는 넣지 않았는데 아이가 정말 좋아해요 ~레시피 감사합니다
1959,6311,power5357,2019-04-21,20:11:27,5,"밑반찬끝판왕 15분만에 뚝딱 밥한공기뚝딱 도깨비방망이가따로없네요 
쏭아님께 감사용~~~~~~~~"
1960,6311,나애란 (예지&지호),2020-11-03,23:55:01,5,"최고~

정말 깔끔하고 간이 잘 되어서 맛있게 먹었습니다~ 
방법도 넘 쉬워요"
1961,6311,푸른하늘미세먼지,2021-04-13,20:42:04,5,"간단하기 만들기 좋고 신랑이 간이 딱좋다고
잘만들었다고 하네요^^ 7살아들도 안맵고 맛있다며 식힐려고 뚜껑열어둔거 메추리알 건져먹네요 ㅋㅋㅋㅋ"
1962,6311,철없는주당,2022-07-28,19:31:01,5,양을 3배로 했는데 너무 뿌듯하네요 ㅎㅎㅎㅎㅎㅎㅎㅎ
1963,6311,히니29,2020-07-22,12:31:29,5,너무맛있어요 ㅋㅋㅋㅋㅋ
1964,6311,김동호님,2019-10-18,17:23:39,5,기대 돼네요
1965,6311,skytree,2022-03-10,13:56:14,5,맛있어요
1966,6312,왕수도꼭지,2019-06-18,07:31:46,5,그냥계란으로했었는데 요래요래하니 더맛있고 땟갈도나네요 감사해요
1967,6313,okh,2016-04-15,21:07:30,5,"간단한 양념으로 초간단 메추리알 장조림 맛나게 해먹었어요~^^
매번 실패해서 아이들도 저도 먹다남겨 버렸는데...오늘 저녁 요놈으로 저녁 뚝딱 잘 해결했어요~^^"
1968,6313,아이언드래곤,2017-08-01,18:02:54,5,그냥 생수로 여태껏 했었는데 이렇게 하니 감칠맛나고 좋아요^^ 넘 맛있네요~~
1969,6313,밤토리엄마♡,2019-08-13,15:48:51,5,"좋은정보 감사합니다.
너무 맛잇게 해먹엇습니다 ."
1970,6314,지봉삼동,2017-06-08,17:50:40,5,"입맛이 저랑 정말 비슷하신 것 같아요!
양싸님 레시피로 음식하면 하나같이 딱 제스타일♥ 맛있어요 최고!"
1971,6314,쏭이1917,2017-06-02,10:55:52,5,첨했는데 맛나네요~~^^친정엄마한테 칭찬받았어요~~^^
1972,6314,류제철,2017-09-02,22:53:17,5,맛있어요 감사합니다
1973,6314,Katherine28,2017-10-06,18:48:32,5,맛있어요
1974,6314,스마일a,2017-09-13,14:07:45,4,네 맛잇게 했어용~ㅎ
1975,6315,깨이미,2018-01-22,17:00:06,5,좀 달아요 마지막 물엿대신 올리고당 넣어서 그런지 ㅎ 그래도 냉장고에 하루 숙성하고 먹으니 밥도듁이 따로 없네요 ㅋ
1976,6315,Solar*,2017-12-07,11:39:08,5,"덕분에 맛있게 해먹었네요^^
저는 좀 달게 된것 같아서 
다음번엔 물엿 양을 좀 줄일까싶어요.
좋은 레시피 감사합니다~"
1977,6315,sbdlt****,2017-12-04,20:47:13,5,"짜지않고 감칠맛도있고
맛있어요. 앞으로도 이레쉬피로
계속할께요 너무 감사합니다"
1978,6315,장한기,2018-06-24,11:26:26,5,"ㅎ. 손수 첨해본맛. 재미있고
맛나게 먹었읍니다"
1979,6315,seurry,2017-11-15,12:35:41,5,"처음해봤는데
금방 신랑이랑 맛나게 먹었어요ㅋ"
1980,6315,qwerty♥,2017-09-16,09:03:18,5,몇번째 해먹고있어요 맛있습니다^^
1981,6315,주찬사랑맘,2017-02-20,20:03:01,5,두번째 해서 먹습니다. 맛있네요^^
1982,6315,태뽕74,2018-01-29,13:36:28,5,감사합니다 없는 재료로 했어요
1983,6315,류형희,2018-08-23,20:45:49,5,간단하면서 맛있네요~~
1984,6315,김재춘,2016-12-12,19:37:40,5,감칠맛짱입니다
1985,6315,이소미짱,2017-10-23,00:43:37,5,정말맛있어요~~
1986,6315,박은경1,2017-04-09,15:16:02,5,맛잌ㅅ어요
1987,6315,April29,2017-02-04,15:03:32,5,맛있어요~~~
1988,6315,문형경,2017-04-12,17:19:21,5,오 맛있음
1989,6315,서현선율맘,2017-11-15,00:39:21,4,"딸이 계란을 싫어해서 좋아라하는 소고기를 같이 넣었더니 딸은 고기, 아들은 계란만 먹어서 싸우지 않고 일주일 내내 먹었어요ㅎㅎ 덕분에 반찬 걱정 안해도 되어 좋았네요. 좋은 레시피 감사합니다."
1990,6315,☆릭키☆,2017-04-27,03:37:31,4,맛있게 잘됐네요. 특히 끓일때 다시마가 핵심포인트인듯.^^
1991,6315,미수동,2017-02-08,19:38:02,4,감칠맛도있고 맛있었어요~~!!!
1992,6316,Eeuna,2020-12-08,03:49:38,5,Eggs 맛있게 요리한다음 먹은후에 또 뵈요
1993,6316,시미이,2020-08-29,17:46:19,4,최애반찬으로 계란장조림이에요 레시피대로 했는데 딱 맞아요
1994,6316,이평댁,2021-07-25,21:52:42,3,요리가편해서좋아요~^^
1995,6317,오기♥️,2021-05-02,18:02:58,5,맛있어요.
1996,6317,전재규,2021-06-24,12:13:57,3,조금짜요
1997,6318,다솜큐어해피,2021-06-21,19:41:35,5,"너무 맛나게 잘 되었어요.
좋은 정보를 주셔서 감사해요. 행복한미야미니맘님.^^"
1998,6318,sunny40,2020-12-29,18:33:15,5,너무 맛있어요^♡^
1999,6319,으녕★,2016-05-12,15:20:02,5,맛있게 잘해먹었어요~
2000,6319,ㄴㅁㄹ,2017-12-27,21:41:44,4,물 조절에 실패했지만 그래도 간단하고 쉽게 요리했어요!!
2001,6319,감도,2017-09-06,20:10:16,4,쉽게 잘해먹었어요
2002,6320,SuzanL,2022-05-08,12:27:48,5,진짜 맛있어요.
2003,6321,플라에,2022-03-02,19:11:32,5,아기반찬이라 고추빼고했어요 국물맛있어요 고맙습니다^^
2004,6321,나의사랑들,2022-03-06,11:31:33,5,아이가 맛있다고 좋아해요.
2005,6321,emeth21,2022-01-18,19:09:23,5,맛있네요!
2006,6322,더블에이트,2018-08-26,20:53:53,5,레시피따라 했더니 쉽고간단하고 맛있게만들어졌어요~~^^
2007,6322,meenie,2018-02-20,16:39:37,5,레시피따라햇더니... 매콤 짭짤 감합니다.
2008,6322,Nguyễn Dịu,2018-08-26,22:42:03,5,너무 맛있어요
2009,6322,림슈크리나,2018-08-12,14:48:27,4,"맛있어요
전 20알 가지고(버섯 생략) 똑같은 양념 양으로 했는데도 짜지않고 맛있네요
그런데 색감은 진하지 않았어요~~"
2010,6323,물총공주,2019-06-20,16:00:43,5,"간단하고 참 좋은 레시피예요~
부담없이 만들었어요.
맛있어요^^"
2011,6323,강짱(^^)v,2019-01-27,16:13:13,5,너무 맛있어요^^
2012,6324,Drawingjane,2022-04-18,08:38:30,5,월계수 잎이 신이 한수 인건지 다른 레시피보다 감칠맛이 더 있는게 맛있습니다:)
2013,6325,물총공주,2018-08-23,07:13:04,5,"간단하고 좋네요.
저녁에 미리 메추리알 삶아 까놓구 자니
아침에 완전 편합니다"
2014,6325,정효동맘,2018-08-20,11:52:45,5,맛나게 만들었어요 감사 우리애들도 잘먹어야할테디 ㅋㅋ
2015,6325,철나한,2018-08-29,10:04:04,5,덕분에 마싯게 방금 만들었네요 감사
2016,6325,신꼬비,2019-02-12,08:39:29,5,첨 해보는데 맛있어요~
2017,6326,tlselrjf12,2018-11-15,15:28:10,4,쉽게 잘 만들었습니다.
2018,6327,고성산,2020-07-25,16:22:57,5,"이용잘하였어요,참 맛있어요, 감사합니다"
2019,6327,뽕~~푸우^^,2020-09-03,08:46:07,5,맛있게잘해먹었습니다^^
2020,6328,뚜이뚱,2020-06-16,15:55:26,5,짤가봐 간장을 덜 넣었더니 조금 심심한맛이였네요ㅠㅠ 다음번엔 레시피그대로믿고 해볼게요~^.^
2021,6328,스마일***~~♡♡,2019-07-20,16:50:37,5,"레시피대로 했더니 애들이 맛있다해서 만던 저도 기분이 좋았답니다. 감사합니다. *^^*
신랑한테 깨를 좀 뿌리라했더니 ㅎㅎㅎ"
2022,6329,dhlee1,2018-01-01,20:02:28,5,벌써 두번째 해봅니다ㅎ 요리 정말 못하는데 별이되어님 레시피보고 맛있게 만들어 먹었습니다. 감사합니다^^
2023,6329,재민맘87,2016-03-28,17:46:20,5,항상 만개레시피보고하는데첨리뷰올리네용~~
2024,6329,종현러브,2017-06-11,10:24:51,5,"제입맛에 맛아요 
간단하고맛나고좋아용^^!!"
2025,6329,silii,2015-08-31,19:11:43,4,"넘 간단해서 좋아요^^
전 짜지않고 한번에 먹을량만했어요~~"
2026,6330,꽃돼지부녀회장형님,2019-01-16,20:49:43,5,"1주일치 반찬하느라 이것도 해보랐네요.
고소하니 좋아요^^"
2027,6330,산직이,2019-01-26,12:50:27,3,잘 만들어 봤습니다.
2028,6331,-옆집아줌마,2020-01-27,13:41:07,5,"촉촉하고 맛나게 잘되었네요^^ 매번 국물이 너무 적게되서 고민이었는데 진작찾아볼걸 그랬어요~
레시피 감사합니다^^"
2029,6331,sinjuliet l,2020-09-08,00:15:41,5,올리고당 대신 물엿넣고 레시피대로 해봤어요. 밥에 계란 하나넣고 간장국물 비벼서 주니 애들이 너무 잘 먹어요. 맛있는 레시피 감사합니다^^
2030,6331,황제팔,2022-02-03,11:46:41,5,"맛있어요 
전 양파도 넣었어요
국물 감칠맛나요
감사드립니다"
2031,6331,노란고양이꽁주,2021-05-06,12:34:33,5,덕분에 만들었습니다. 맛있어용~ 감사합니다^^
2032,6331,시미이,2018-09-10,15:26:54,4,레시피대로 하면 똑같네요
2033,6332,진성언,2016-10-14,14:33:01,5,"레시피 대느 했습니다ㅋ
어머니께서 색 이쁘다고 좋아하시네요.
남자인 저도 할 수 있을 정도입니다!!!"
2034,6332,영^^~~,2020-06-16,20:10:56,5,덕분에 아이들이랑 맛있게 두 공기 먹었어요^^ 물엿 넣는걸 빼먹었지만 그래도 맛있었어요!
2035,6332,쉬리8497,2019-12-03,13:48:56,5,"맛있게 됬어요 직접하면 파는 장조리의 두배가 나와요
레시피 감사합니다"
2036,6332,문정영,2020-06-23,19:30:29,5,너무 맛있어요~ 항상 이 레시피로 만듭니다~!!
2037,6332,고성댁♡,2016-12-28,06:16:45,5,맛있어요
2038,6333,재영&다영&지영맘~♥,2022-09-19,20:56:04,5,"진짜로 간단하게 잘 했어요 ^^
전 마무리로 참기름과 통깨를 둘려 주었어요..^^"
2039,6333,망고가망고,2020-10-10,12:34:00,5,"애들 밥반찬으로 메추리알 만한게 없죠!
애들보다 어른들이 더 잘먹었어요^^
맛있는레시피 감사합니다"
2040,6333,늘푸른호야,2017-05-24,20:24:02,5,간단하고 쉽게 따라하기 편해서 좋아요~
2041,6333,융쟈,2018-09-16,02:25:45,5,정말 간단하면서 맛도 엄청 있었어요!!
2042,6333,Sarachuchu,2019-03-02,11:49:55,5,메츄리알 맛잇게먹엇어용 ㅎㅎ
2043,6333,이진아81,2017-04-24,18:42:52,5,간편하게 잘 만들었어요 ㅎ
2044,6333,임보라,2022-09-21,17:47:18,5,맛있어요
